gender,fav_number,retweet_count,tweet_count,link_hue,link_saturation,link_value,sidebar_hue,sidebar_saturation,sidebar_value
1,5167,0,3747,190.4,100,72.5,183.8,57.3,86.3
1,286,0,737,190.4,100,72.5,183.8,57.3,86.3
1,1236,0,14714,190.4,100,72.5,183.8,57.3,86.3
0,101642,0,120006,190.4,100,72.5,183.8,57.3,86.3
0,104,0,260,190.4,100,72.5,183.8,57.3,86.3
1,5829,0,12556,190.4,100,72.5,183.8,57.3,86.3
0,24,0,30876,190.4,100,72.5,183.8,57.3,86.3
0,11,0,46646,190.4,100,72.5,183.8,57.3,86.3
1,829,0,1474,190.4,100,72.5,183.8,57.3,86.3
1,1403,0,6356,190.4,100,72.5,183.8,57.3,86.3
0,3957,0,44579,206.1,11.9,76.1,183.8,57.3,86.3
1,828,0,84748,190.4,100,72.5,183.8,57.3,86.3
1,1337,0,7297,190.4,100,72.5,183.8,57.3,86.3
0,1799,0,20702,32.7,13.9,31,45,16.2,38.8
1,67,0,1832,35.5,30.3,56.9,33.2,38,39.2
1,5454,0,13452,306.9,85.8,83.1,201.5,53.7,85.5
0,4626,0,66317,243.5,100,100,201.5,53.7,85.5
1,3316,0,1307,312,100,100,201.5,53.7,85.5
1,1836,0,12284,0,100,100,201.5,53.7,85.5
0,11560,0,234939,0,100,100,201.5,53.7,85.5
0,1367,0,1238,0,100,100,201.5,53.7,85.5
1,2859,0,6327,0,100,100,201.5,53.7,85.5
1,1542,0,3000,190.4,100,72.5,201.5,53.7,85.5
1,27,0,9785,0,100,100,201.5,53.7,85.5
1,14,0,2401,0,100,100,201.5,53.7,85.5
0,1044,0,17248,0,100,100,201.5,53.7,85.5
1,61063,0,31586,206.2,72.8,85.1,201.5,53.7,85.5
1,53,0,5562,306.8,92.5,52.2,201.5,53.7,85.5
0,995,0,8702,0,100,100,201.5,53.7,85.5
0,58,0,387,0,100,100,201.5,53.7,85.5
1,120,0,29687,0,100,100,201.5,53.7,85.5
0,6,0,4213,0,100,100,201.5,53.7,85.5
1,2103,0,7021,0,100,100,201.5,53.7,85.5
1,2868,0,56376,0,100,100,201.5,53.7,85.5
1,4820,0,19124,0,100,100,201.5,53.7,85.5
1,3620,0,6687,272.1,59,87.1,201.5,53.7,85.5
0,3377,0,20907,0,100,100,201.5,53.7,85.5
1,2066,0,16305,0,100,100,201.5,53.7,85.5
1,12,0,22064,0,100,100,201.5,53.7,85.5
1,5434,0,21499,0,100,100,201.5,53.7,85.5
1,184,0,45548,0,100,100,201.5,53.7,85.5
1,2969,0,8562,0,100,100,201.5,53.7,85.5
1,11680,0,32467,17.2,75.2,98,201.5,53.7,85.5
1,15714,0,17615,80.7,96.4,32.9,201.5,53.7,85.5
0,43,0,3122,0,100,100,201.5,53.7,85.5
1,9559,0,7156,0,100,100,201.5,53.7,85.5
1,34,0,19037,206.2,72.8,85.1,201.5,53.7,85.5
1,562,0,4936,0,100,100,201.5,53.7,85.5
1,0,0,3421,307.1,100,100,201.5,53.7,85.5
0,0,0,7595,0,100,100,201.5,53.7,85.5
0,977,0,3129,0,100,100,201.5,53.7,85.5
1,239,0,3846,0,100,100,201.5,53.7,85.5
1,3455,0,8057,0,100,100,201.5,53.7,85.5
1,22710,0,51112,300,100,60,201.5,53.7,85.5
1,41739,0,30804,0,100,100,201.5,53.7,85.5
1,2245,0,50614,0,100,100,201.5,53.7,85.5
0,8,0,11127,248.9,100,100,201.5,53.7,85.5
1,2777,0,6507,0,100,100,201.5,53.7,85.5
1,23146,0,15227,0,100,100,201.5,53.7,85.5
1,1,0,79,0,100,100,201.5,53.7,85.5
1,849,0,1866,0,100,100,201.5,53.7,85.5
1,40054,0,39806,0,100,100,201.5,53.7,85.5
0,3136,0,174285,0,100,100,201.5,53.7,85.5
1,3837,0,15681,0,100,100,201.5,53.7,85.5
0,362,0,3313,0,100,100,201.5,53.7,85.5
0,23,0,6517,0,100,100,201.5,53.7,85.5
1,2595,0,4498,0,100,100,201.5,53.7,85.5
1,471,0,7040,0,100,100,201.5,53.7,85.5
0,812,0,3214,265.9,50,80,201.5,53.7,85.5
0,1994,0,24497,0,100,100,201.5,53.7,85.5
0,25,0,23630,0,100,100,201.5,53.7,85.5
1,2512,0,110842,0,100,100,201.5,53.7,85.5
1,91,0,13338,0,100,100,201.5,53.7,85.5
0,961,0,32947,0,100,100,201.5,53.7,85.5
0,12,0,255,352.5,79.2,86.7,201.5,53.7,85.5
1,142892,0,207268,0,100,100,201.5,53.7,85.5
0,333,0,19845,0,100,100,201.5,53.7,85.5
1,2539,0,12791,0,100,100,201.5,53.7,85.5
1,1959,0,7963,0,100,100,201.5,53.7,85.5
1,30550,0,44202,319.1,100,100,201.5,53.7,85.5
1,24226,0,47258,0,100,100,201.5,53.7,85.5
1,5885,0,8498,0,100,100,201.5,53.7,85.5
1,2529,0,5242,0,100,100,201.5,53.7,85.5
1,8893,0,14339,0,100,100,201.5,53.7,85.5
1,3601,0,10166,0,100,100,201.5,53.7,85.5
1,1345,0,49279,0,100,100,201.5,53.7,85.5
1,2052,0,4531,0,100,100,201.5,53.7,85.5
1,14825,0,11793,0,100,100,201.5,53.7,85.5
1,5961,0,15500,0,100,100,201.5,53.7,85.5
1,6519,0,2692,124,83.9,90.2,201.5,53.7,85.5
1,3608,0,25388,0,100,100,201.5,53.7,85.5
1,6303,0,4443,0,100,100,201.5,53.7,85.5
1,49609,0,30828,0,100,100,201.5,53.7,85.5
1,375,0,9082,0,100,100,201.5,53.7,85.5
1,136,0,18987,0,100,100,201.5,53.7,85.5
1,4730,0,15203,0,100,100,201.5,53.7,85.5
1,4,0,95348,0,100,100,201.5,53.7,85.5
1,0,0,427,0,100,100,201.5,53.7,85.5
1,1656,0,11887,0,100,100,201.5,53.7,85.5
1,1155,0,16416,0,80.2,94.9,201.5,53.7,85.5
1,5329,0,27292,0,100,100,201.5,53.7,85.5
1,381,0,10177,0,0,0,201.5,53.7,85.5
1,12356,0,135951,0,100,100,201.5,53.7,85.5
1,140,0,13029,0,100,100,201.5,53.7,85.5
1,7165,0,30810,0,100,100,201.5,53.7,85.5
1,1509,0,2000,0,100,100,201.5,53.7,85.5
1,4690,0,13568,290.1,100,100,201.5,53.7,85.5
0,5734,0,21289,206.2,72.8,85.1,201.5,53.7,85.5
1,2,0,474,0,100,100,201.5,53.7,85.5
1,33484,0,35314,19.1,97.9,18.8,201.5,53.7,85.5
0,415,0,1722,0,100,100,201.5,53.7,85.5
1,616,0,885,0,100,100,201.5,53.7,85.5
1,898,0,1568,0,100,100,201.5,53.7,85.5
1,0,0,18,0,100,100,201.5,53.7,85.5
1,14946,0,95143,265.9,50,80,201.5,53.7,85.5
1,8312,0,30351,0,100,100,201.5,53.7,85.5
1,14452,0,2867,0,100,100,201.5,53.7,85.5
1,524,0,1517,276,81.7,60,201.5,53.7,85.5
1,3749,0,8066,0,100,100,201.5,53.7,85.5
0,19131,0,29901,0,100,100,201.5,53.7,85.5
1,1032,0,1637,0,100,100,201.5,53.7,85.5
1,2641,0,62200,0,100,100,201.5,53.7,85.5
1,50,0,1369,0,100,100,201.5,53.7,85.5
1,305,0,8536,265.9,50,80,201.5,53.7,85.5
1,402,0,14308,0,100,100,201.5,53.7,85.5
1,7680,0,37390,196,100,70.6,201.5,53.7,85.5
1,5797,0,14450,0,100,100,201.5,53.7,85.5
1,12552,0,62265,301.7,82,50.2,201.5,53.7,85.5
1,511,0,178847,0,100,100,201.5,53.7,85.5
1,91,0,1322,0,100,100,201.5,53.7,85.5
1,1586,0,161098,312,100,100,201.5,53.7,85.5
1,410,0,645,0,100,100,201.5,53.7,85.5
1,874,0,83868,0,100,100,201.5,53.7,85.5
1,102,0,76241,0,100,100,201.5,53.7,85.5
1,337,0,18349,0,100,100,201.5,53.7,85.5
1,82,0,2949,42.8,69.8,100,201.5,53.7,85.5
1,2112,0,6248,340.1,93.9,70.6,201.5,53.7,85.5
1,3,0,109,0,100,100,201.5,53.7,85.5
1,2,0,46157,0,100,100,201.5,53.7,85.5
0,72,0,9300,0,100,100,201.5,53.7,85.5
1,75953,0,203194,0,100,100,201.5,53.7,85.5
1,8562,0,25360,0,100,100,201.5,53.7,85.5
1,39602,0,18949,325.9,100,100,201.5,53.7,85.5
1,3745,0,10727,0,100,100,201.5,53.7,85.5
1,2415,0,53032,4,92,83.1,0,9.8,40
0,219,1,769,196,100,70.6,90,1.9,42
0,986,0,50052,354.7,95.1,80,218.2,9.4,45.9
1,18,0,7482,329.7,92.5,100,329.7,98.1,42
1,8099,0,22837,260.6,53.5,79.2,289.9,68.6,47.5
1,172,0,7818,29.2,90.8,94.1,332.1,67,42.7
1,3,0,3752,302.8,75.9,76.5,328.9,99.1,45.1
0,550,0,8788,206.2,72.8,85.1,184.7,43,81.2
1,8,0,17900,240,100,100,336.6,64.2,47.1
1,52168,0,50151,351.9,30.2,96.1,267.2,41,61.2
0,6237,0,13097,232.7,79.6,84.7,234.9,32.8,70.6
0,4204,0,6600,206.7,47.6,90.6,206.7,47.6,90.6
1,29140,0,24556,344.9,47.9,94.1,164.8,42.9,83.1
1,9289,0,98121,31.3,77,47.8,31.3,77,47.8
0,0,0,85532,30,26.2,32.9,26,43.4,47.8
0,28,0,33328,30,26.2,32.9,26,43.4,47.8
0,814,0,39210,26,43.4,47.8,26,43.4,47.8
1,22736,0,87483,39.9,90.2,96.1,0,96.8,48.6
1,4894,0,13058,148.2,79,72.9,277.2,21.5,52.9
0,993,0,57827,16.8,82.4,35.7,0,22.8,49.8
0,8895,0,28709,206.2,72.8,85.1,190.4,37.1,79.2
1,42631,0,91208,301,84,29.4,352.1,47.7,50.2
1,42631,0,91208,301,84,29.4,352.1,47.7,50.2
0,2,0,118160,300,3.8,52.2,300,3.8,51
1,3,0,45295,344.7,79.3,81.6,85.7,40.1,61.6
0,38502,1,17064,344.7,79.3,81.6,85.7,40.1,61.6
1,5746,0,4177,344.7,79.3,81.6,85.7,40.1,61.6
1,67,0,954,344.7,79.3,81.6,85.7,40.1,61.6
1,309,0,589,344.7,79.3,81.6,85.7,40.1,61.6
1,454,0,5445,344.7,79.3,81.6,85.7,40.1,61.6
0,3697,0,13257,277.8,67.6,80,85.7,40.1,61.6
0,1,0,826,344.7,79.3,81.6,85.7,40.1,61.6
1,7834,0,13719,344.7,79.3,81.6,85.7,40.1,61.6
0,141,0,12094,344.7,79.3,81.6,85.7,40.1,61.6
1,2519,0,9017,344.7,79.3,81.6,85.7,40.1,61.6
1,521,0,139061,196.2,78.7,81.2,85.7,40.1,61.6
1,4410,0,28184,274.1,65.9,91,85.7,40.1,61.6
1,253,0,10323,344.7,79.3,81.6,85.7,40.1,61.6
0,357,0,199321,344.7,79.3,81.6,85.7,40.1,61.6
0,2616,0,70021,215,78.7,81.2,85.7,40.1,61.6
1,28320,0,302391,206.2,72.8,85.1,85.7,40.1,61.6
0,5363,0,57140,206.1,11.9,76.1,85.7,40.1,61.6
1,5680,0,26577,344.7,79.3,81.6,85.7,40.1,61.6
1,3131,0,20637,344.7,79.3,81.6,85.7,40.1,61.6
0,9,0,540,344.7,79.3,81.6,85.7,40.1,61.6
1,1005,0,15867,344.7,79.3,81.6,85.7,40.1,61.6
1,289,0,3228,344.7,79.3,81.6,85.7,40.1,61.6
0,313,0,42694,344.7,79.3,81.6,85.7,40.1,61.6
1,56,0,8655,344.7,79.3,81.6,85.7,40.1,61.6
1,16,0,382,344.7,79.3,81.6,85.7,40.1,61.6
1,351,0,7039,344.7,79.3,81.6,85.7,40.1,61.6
0,42617,0,42457,344.7,79.3,81.6,85.7,40.1,61.6
0,335,0,270065,225,83.1,100,85.7,40.1,61.6
1,19749,0,48419,344.7,79.3,81.6,85.7,40.1,61.6
1,998,0,34398,344.7,79.3,81.6,85.7,40.1,61.6
1,0,0,73367,344.7,79.3,81.6,85.7,40.1,61.6
0,3663,0,47372,344.7,79.3,81.6,85.7,40.1,61.6
1,83245,0,220068,344.7,79.3,81.6,85.7,40.1,61.6
1,4882,0,3393,344.7,79.3,81.6,85.7,40.1,61.6
1,3358,0,5831,344.7,79.3,81.6,85.7,40.1,61.6
1,236,0,2174,272,78.7,81.2,85.7,40.1,61.6
0,3,0,616,344.7,79.3,81.6,85.7,40.1,61.6
0,774,0,2211,344.7,79.3,81.6,85.7,40.1,61.6
1,118,0,81691,344.7,79.3,81.6,85.7,40.1,61.6
0,347,0,10587,344.7,79.3,81.6,85.7,40.1,61.6
1,7057,0,6288,344.7,79.3,81.6,85.7,40.1,61.6
1,134,0,17882,344.7,79.3,81.6,85.7,40.1,61.6
0,12216,0,22009,218.6,100,11,85.7,40.1,61.6
1,846,0,14152,344.7,79.3,81.6,85.7,40.1,61.6
1,5651,0,12760,19.1,100,100,85.7,40.1,61.6
1,16463,0,26751,109.9,36.3,83.1,85.7,40.1,61.6
1,21,0,3851,344.7,79.3,81.6,85.7,40.1,61.6
0,51,0,8335,344.7,79.3,81.6,85.7,40.1,61.6
1,704,0,11372,164.9,78.7,81.2,85.7,40.1,61.6
1,9467,0,83429,344.7,79.3,81.6,85.7,40.1,61.6
0,317,0,8258,344.7,79.3,81.6,85.7,40.1,61.6
1,193,0,3532,344.7,79.3,81.6,85.7,40.1,61.6
1,3979,0,79785,344.7,79.3,81.6,85.7,40.1,61.6
0,121,0,1154,344.7,79.3,81.6,85.7,40.1,61.6
1,193,1,2907,344.7,79.3,81.6,85.7,40.1,61.6
1,93,0,4155,344.7,79.3,81.6,85.7,40.1,61.6
1,590,1,2249,344.7,79.3,81.6,85.7,40.1,61.6
1,181,0,12972,344.7,79.3,81.6,85.7,40.1,61.6
0,2253,0,16267,344.7,79.3,81.6,85.7,40.1,61.6
1,1701,0,2311,344.7,79.3,81.6,85.7,40.1,61.6
0,6975,0,87872,27.9,96.7,94.9,99,74.1,100
1,1,0,7869,110.1,58.6,56.9,183.8,19.3,65.1
1,5204,0,997,12,100,100,183.8,19.3,65.1
1,0,0,61,12,100,100,183.8,19.3,65.1
0,126,0,8237,223.9,58.3,45.1,183.8,19.3,65.1
1,5987,0,17882,17.2,75.2,98,183.8,19.3,65.1
1,1683,0,1620,12,100,100,183.8,19.3,65.1
0,891,0,40791,12,100,100,183.8,19.3,65.1
0,2995,0,14098,12,100,100,183.8,19.3,65.1
1,306,0,508,12,100,100,183.8,19.3,65.1
0,7387,0,3073,12,100,100,183.8,19.3,65.1
1,2005,0,2568,12,100,100,183.8,19.3,65.1
1,3641,0,4340,12,100,100,183.8,19.3,65.1
0,2870,0,32541,12,100,100,183.8,19.3,65.1
0,5,0,2607,12,100,100,183.8,19.3,65.1
1,599,0,662,206.2,72.8,85.1,183.8,19.3,65.1
0,4126,0,61919,12,100,100,183.8,19.3,65.1
1,54,0,159,206.2,72.8,85.1,183.8,19.3,65.1
1,0,0,1423,12,100,100,183.8,19.3,65.1
0,5,0,4502,34.3,70.4,70.2,183.8,19.3,65.1
0,363,0,132,12,100,100,183.8,19.3,65.1
0,40,0,12720,196,100,100,183.8,19.3,65.1
0,362,0,51035,212.9,100,100,183.8,19.3,65.1
1,2065,0,2590,340.1,57.9,94.1,183.8,19.3,65.1
0,4,0,31049,217.9,100,100,183.8,19.3,65.1
1,2810,0,10396,206.2,72.8,85.1,183.8,19.3,65.1
0,8254,0,76159,12,100,100,183.8,19.3,65.1
0,56,0,1256,12,100,100,183.8,19.3,65.1
0,58,0,1992,206.2,72.8,85.1,183.8,19.3,65.1
1,1748,0,17547,12,100,100,183.8,19.3,65.1
0,0,0,98857,206.2,72.8,85.1,183.8,19.3,65.1
1,4581,0,16325,12,100,100,183.8,19.3,65.1
0,3819,0,7518,12,100,100,183.8,19.3,65.1
1,1986,0,6645,12,100,100,183.8,19.3,65.1
1,495,0,1601,110.1,58.6,56.9,183.8,19.3,65.1
1,1590,0,4925,352.5,79.2,86.7,183.8,19.3,65.1
0,1855,0,33411,12,100,100,183.8,19.3,65.1
0,788,0,43743,206.2,72.8,85.1,183.8,19.3,65.1
1,31,0,334,170.9,84,71,183.8,19.3,65.1
1,7805,0,12400,12,100,100,183.8,19.3,65.1
1,2754,0,387,12,100,100,183.8,19.3,65.1
1,6616,0,20316,331.2,61.8,78,183.8,19.3,65.1
0,20509,0,6154,0,0,0,183.8,19.3,65.1
0,231,0,25549,12,100,100,183.8,19.3,65.1
0,2795,0,15788,12,100,100,183.8,19.3,65.1
0,34,0,3795,180,87,54.1,86.5,63.8,73.7
1,6519,0,52039,206.2,72.8,85.1,86.5,63.8,73.7
0,2636,0,35824,206.2,72.8,85.1,86.5,63.8,73.7
0,5,0,10424,240,100,100,86.5,63.8,73.7
0,3815,0,48986,60.6,97.9,38,86.5,63.8,73.7
0,65,0,23353,240,100,100,86.5,63.8,73.7
0,550,0,66091,240,100,100,86.5,63.8,73.7
1,725,0,18225,352.5,79.2,86.7,86.5,63.8,73.7
1,3745,0,15339,336,100,100,86.5,63.8,73.7
0,0,0,12788,240,100,100,86.5,63.8,73.7
0,0,0,105719,240,8.7,18,86.5,63.8,73.7
0,557,1,74976,240,100,100,86.5,63.8,73.7
0,615,1,25724,206.2,72.8,85.1,86.5,63.8,73.7
0,2554,0,25697,240,100,100,86.5,63.8,73.7
1,2554,0,42510,240,100,100,86.5,63.8,73.7
0,0,0,12190,240,100,100,86.5,63.8,73.7
0,3,0,24581,240,100,100,86.5,63.8,73.7
1,2736,0,8196,240,100,100,86.5,63.8,73.7
0,568,0,363610,240,100,100,86.5,63.8,73.7
0,568,0,363610,240,100,100,86.5,63.8,73.7
0,0,0,26974,240,100,100,86.5,63.8,73.7
0,105,0,5006,240,100,100,86.5,63.8,73.7
0,1624,0,2713,206.1,11.9,76.1,272.3,79.2,84.7
0,1095,0,341,249,100,73.3,154.1,24.3,71
1,918,0,44566,51.4,48.8,16.9,154.1,24.3,71
0,2598,0,17548,51.4,48.8,16.9,154.1,24.3,71
1,4471,0,28450,194.2,83.6,93.3,232.1,27.6,75.3
1,376,0,204631,208.8,16.9,58,210.5,29.1,76.9
1,4047,1,13847,180,40.5,31,137.8,34.7,83.5
1,161,0,5247,193.5,25.9,74.1,193.5,25.9,74.1
1,3729,0,18499,329.7,100,70.6,128,36.9,87.1
1,22400,0,35152,25.6,71.6,92.5,156,3.4,57.3
0,13156,0,112277,60,3,25.9,0,100,56.1
1,992,0,15035,292.5,57.7,38,336.3,86.7,56.1
1,8212,0,25358,191.1,100,99.6,273.9,100,100
0,5887,0,346824,236.9,92.2,100,193,20.2,71.8
0,0,0,50918,81.4,59.9,73.3,81.4,59.9,73.3
1,281,0,4818,196,62.1,92.2,153.1,40,96.1
1,21593,0,141737,22.5,36.1,52.2,156.4,17.9,72.2
1,6432,0,7306,177.1,88,82,267.3,73.3,100
1,57,0,14655,206.1,11.9,76.1,277.1,90.2,92.2
1,4507,0,14184,351.9,30.2,96.1,272.1,31.9,71.4
0,2786,0,57187,17.2,75.2,98,240,4.9,63.9
1,819,0,19533,0,0,0,300,88,62
0,1138,0,37188,211.1,92.2,60,0,74.7,62
0,20450,0,19308,180,84.2,62,300,90.2,63.9
0,10,0,14880,300,25.8,82,300,14.1,63.9
1,612,0,6421,204,86.2,68.2,348.5,31.1,65.5
0,7,0,664,88.3,87.2,55.3,84.6,67.5,90.6
0,215,0,15127,196,100,70.6,216.5,32,96.9
0,215,0,15127,196,100,70.6,216.5,32,96.9
0,164,0,10286,17.2,75.2,98,216.5,32,96.9
0,1363,0,18516,196,100,70.6,216.5,32,96.9
0,3549,0,19395,196,100,70.6,216.5,32,96.9
1,512,0,36505,196,100,70.6,216.5,32,96.9
0,6432,0,20618,196,100,70.6,216.5,32,96.9
0,104,0,8110,196,100,70.6,216.5,32,96.9
0,2759,0,37764,352.5,79.2,86.7,216.5,32,96.9
0,4204,0,4417,198.9,42.2,67.8,216.5,32,96.9
0,104,0,8110,196,100,70.6,216.5,32,96.9
0,3335,0,60354,196,100,70.6,216.5,32,96.9
0,42506,0,34522,265.9,50,80,216.5,32,96.9
0,155,0,2055,196,100,70.6,216.5,32,96.9
0,13,0,602,196,100,70.6,216.5,32,96.9
0,7739,1,7783,196,100,70.6,216.5,32,96.9
0,4573,0,3672,196,100,70.6,216.5,32,96.9
0,139,0,81238,196,100,70.6,216.5,32,96.9
0,17408,0,143899,199.1,100,70.2,216.5,32,96.9
0,17408,0,143899,199.1,100,70.2,216.5,32,96.9
0,377,0,107738,196,100,70.6,216.5,32,96.9
1,1331,0,838,196,100,70.6,216.5,32,96.9
0,55294,0,46223,37.9,96.2,72.9,216.5,32,96.9
0,16,0,22099,196,100,70.6,216.5,32,96.9
0,1328,0,8685,196,100,70.6,216.5,32,96.9
0,86,0,4168,196,100,70.6,216.5,32,96.9
0,24804,0,50065,196,100,70.6,216.5,32,96.9
0,9500,0,29681,196,100,70.6,216.5,32,96.9
1,1257,0,26622,196,100,70.6,216.5,32,96.9
0,419,0,288,196,100,70.6,216.5,32,96.9
1,69,0,719,196,100,70.6,216.5,32,96.9
0,10964,0,23120,196,100,70.6,216.5,32,96.9
0,17,0,26140,196,100,70.6,216.5,32,96.9
0,19476,0,104574,196,100,70.6,216.5,32,96.9
0,1044,0,166337,196,100,70.6,216.5,32,96.9
0,5,0,23626,196,100,70.6,216.5,32,96.9
0,15475,0,9849,196,100,70.6,216.5,32,96.9
1,387,0,65772,196,100,70.6,216.5,32,96.9
1,118,0,5865,188.9,92.9,94.1,216.5,32,96.9
0,28049,0,14601,196,100,70.6,216.5,32,96.9
1,68,0,92823,242,100,70.2,216.5,32,96.9
1,68,0,92823,242,100,70.2,216.5,32,96.9
1,1779,0,312,333.3,81.8,73.3,216.5,32,96.9
1,68,0,92823,242,100,70.2,216.5,32,96.9
0,154539,0,40771,0,0,0,216.5,32,96.9
1,6287,0,11956,196,100,70.6,216.5,32,96.9
1,1060,0,83961,351.9,30.2,96.1,216.5,32,96.9
0,759,0,25105,196,100,70.6,216.5,32,96.9
0,608,0,20774,196,100,70.6,216.5,32,96.9
0,16332,0,59979,196,100,70.6,216.5,32,96.9
0,1,0,654,196,100,70.6,216.5,32,96.9
0,4437,0,4927,196,100,70.6,216.5,32,96.9
0,780,0,16926,196,100,70.6,216.5,32,96.9
0,4271,0,19195,196,100,70.6,216.5,32,96.9
0,7336,0,5446,0,85.1,92.2,216.5,32,96.9
1,1742,0,19238,196,100,70.6,216.5,32,96.9
0,783,0,4828,196.5,62.7,43.1,216.5,32,96.9
1,31,0,28656,340,75,80,216.5,32,96.9
0,33017,0,84135,196,100,70.6,216.5,32,96.9
0,2779,0,4718,206.2,72.8,85.1,216.5,32,96.9
0,112,0,119,196,100,70.6,216.5,32,96.9
0,2723,0,3385,196,100,70.6,216.5,32,96.9
1,3479,0,4809,196,100,70.6,216.5,32,96.9
0,16,0,22112,196,100,70.6,216.5,32,96.9
1,0,0,613,196,100,70.6,216.5,32,96.9
0,42165,0,1111596,196,100,70.6,216.5,32,96.9
0,907,0,7813,196,100,70.6,216.5,32,96.9
0,39,0,181,196,100,70.6,216.5,32,96.9
1,73,0,1496,196,100,70.6,216.5,32,96.9
1,123,0,484,196,100,70.6,216.5,32,96.9
0,14122,1,35472,196,100,70.6,216.5,32,96.9
0,45,0,19611,196,100,70.6,216.5,32,96.9
0,2198,0,17391,196,100,70.6,216.5,32,96.9
0,256,0,34731,196,100,70.6,216.5,32,96.9
1,9267,0,11619,196,100,70.6,216.5,32,96.9
0,3425,0,7844,122.1,95,94.1,216.5,32,96.9
1,1061,0,4149,196,100,70.6,216.5,32,96.9
1,922,0,3659,196,100,70.6,216.5,32,96.9
0,375,0,3159,196,100,70.6,216.5,32,96.9
0,2539,0,5884,141,92.4,62,216.5,32,96.9
1,2861,0,8439,196,100,70.6,216.5,32,96.9
1,73,0,1496,196,100,70.6,216.5,32,96.9
1,29,0,69363,196,100,70.6,216.5,32,96.9
0,433,0,3643,196,100,70.6,216.5,32,96.9
0,170,0,2112,196,100,70.6,216.5,32,96.9
0,67,0,202,196,100,70.6,216.5,32,96.9
0,1648,0,11695,220.2,83,60,216.5,32,96.9
0,4182,0,15081,196,100,70.6,216.5,32,96.9
1,125,0,24109,196,100,70.6,216.5,32,96.9
0,388,0,15942,196,100,70.6,216.5,32,96.9
0,50410,0,29333,196,100,70.6,216.5,32,96.9
0,10900,1,24200,196,100,70.6,216.5,32,96.9
0,49,0,598,196,100,70.6,216.5,32,96.9
0,1373,0,6652,196,100,70.6,216.5,32,96.9
0,8,0,43278,196,100,70.6,216.5,32,96.9
0,593,0,26729,196,100,70.6,216.5,32,96.9
0,1780,0,16846,196,100,70.6,216.5,32,96.9
0,468,1,80185,196,100,70.6,216.5,32,96.9
0,1662,0,18259,196,100,70.6,216.5,32,96.9
1,128,0,9253,196,100,70.6,216.5,32,96.9
0,22666,0,176108,196,100,70.6,216.5,32,96.9
0,154,0,508,196,100,70.6,216.5,32,96.9
1,508,0,4481,206.2,72.8,85.1,216.5,32,96.9
0,2554,0,22659,26,94,98,216.5,32,96.9
0,264,0,582,196,100,70.6,216.5,32,96.9
0,2,0,1066,196,100,70.6,216.5,32,96.9
0,11,0,1731,196,100,70.6,216.5,32,96.9
1,66,0,211,196,100,70.6,216.5,32,96.9
0,34,6,101091,196,100,70.6,216.5,32,96.9
1,171,0,12275,196,100,70.6,216.5,32,96.9
1,2,0,56827,196,100,70.6,216.5,32,96.9
1,1038,0,164174,196,100,70.6,216.5,32,96.9
0,4423,0,15588,196,100,70.6,216.5,32,96.9
0,2,0,1426,196,100,70.6,216.5,32,96.9
0,183,0,473,196,100,70.6,216.5,32,96.9
0,172,0,5288,196,100,70.6,216.5,32,96.9
0,14800,0,200555,351.9,30.2,96.1,216.5,32,96.9
0,2456,1,23473,196,100,70.6,216.5,32,96.9
0,1318,0,8867,227.9,100,70.2,216.5,32,96.9
1,767,0,28352,196,100,70.6,216.5,32,96.9
0,104,0,12103,110.1,58.6,56.9,213.2,31,96.1
1,298,0,8598,351.9,30.2,96.1,279.8,40.2,78
1,11778,0,30998,144,81.9,67.1,324.1,82.1,67.8
0,971,0,34658,355.1,96.1,90.2,351.4,4,67.8
0,0,0,33242,233.8,72.5,31.4,224.7,21.4,86.3
0,1750,0,125755,206,45.2,98,207.4,21,85.9
1,10691,0,14691,9.4,21.6,58,188.4,31.3,98.8
1,987,0,9463,352.5,79.2,86.7,188.4,31.3,98.8
1,3713,0,13702,206.1,11.9,76.1,188.4,31.3,98.8
1,325,0,81801,110.5,22.8,75.7,183.9,30.4,98
1,1005,0,1478,181.4,27.7,62.4,183.9,30.4,98
1,272,0,14900,283.6,89.2,29,0,14.2,69
1,5410,0,42206,312,100,100,291.9,81.9,78
0,5,0,962,41.1,65.5,22.7,26.5,57.6,69.4
1,21474,0,3794,288,70.7,36.1,218.5,23,90.2
1,649,0,6941,20,44.1,96.1,350.3,34.6,70.2
0,2443,0,8429,240,100,100,28.2,63.9,70.6
1,694,0,1041,110.1,58.6,56.9,56.5,37.8,70.6
1,619,0,44900,304,98.3,71,304,98.3,71
0,576,0,38919,206.1,11.9,76.1,0,0,71
1,2969,0,11292,20.8,49.1,41.6,333.5,23.6,71.4
1,4563,0,5803,272.1,100,74.1,35.3,9.3,71.4
0,75,0,18808,0,94.7,82,31.2,96.2,72.2
0,406,0,20257,355.2,98.3,90.6,281.5,6.8,74.5
0,34580,0,168342,106.2,84,95.3,54.7,36.6,72.9
0,34606,0,168388,106.2,84,95.3,54.7,36.6,72.9
0,5768,0,16305,49.9,98.6,54.1,57.1,98.9,73.7
1,1572,1,3335,49.9,98.6,54.1,57.1,98.9,73.7
0,125,0,1169,49.9,98.6,54.1,57.1,98.9,73.7
0,62,0,1869,31.7,50.7,27.8,57.1,98.9,73.7
1,20219,0,27215,8.1,92.5,31.4,48,7.9,74.1
