gender,fav_number,tweet_count,retweet_count,sidebar_hue,sidebar_sat,sidebar_value,link_hue,link_sat,link_value,,
1,8382,2947,0,0,0,0,196,100,70.6,,
1,8379,55513,0,0,0,0,196,100,70.6,,
1,8372,130870,0,0,0,0,160,1.9,61.2,,
0,8358,13392,0,200,19,92.9,0,100,40,,
1,8355,6718,0,0,0,0,7,97,52.2,,
1,8352,8197,0,0,0,93.3,240,100,100,,
1,8347,46805,0,0,0,0,196,100,70.6,,
1,8326,13642,0,0,0,0,358.3,100,68.2,,
1,8312,30351,0,201.5,53.7,85.5,196,100,70.6,,
1,8306,19379,0,0,0,100,206.1,11.9,76.1,,
1,8304,18209,0,186.5,75.8,95.7,17.2,75.2,98,,
0,8304,16784,0,0,0,0,351.9,30.2,96.1,,
1,8302,11691,0,0,0,0,196,100,70.6,,
0,8290,49817,0,0,0,0,220,100,80,,
1,8289,41075,0,0,0,100,196,100,70.6,,
1,8288,7221,0,200,19,92.9,305.6,96.4,43.9,,
1,8275,11231,0,200,19,92.9,196,100,70.6,,
0,8272,9721,0,220,20,11.8,196,100,70.6,,
1,8267,8941,0,0,0,0,196,100,70.6,,
1,8264,10387,0,0,0,93.3,195,100,80,,
1,8261,2181,0,200,19,92.9,196,100,70.6,,
1,8261,2181,0,200,19,92.9,196,100,70.6,,
0,8256,39869,0,198.2,79.9,66.3,196,100,70.6,,
0,8254,76159,0,183.8,19.3,65.1,190.4,100,72.5,,
1,8252,95844,0,0,0,93.3,0,100,60,,
0,8237,9981,0,0,0,100,265.9,50,80,,
1,8229,13469,0,200,19,92.9,196,100,70.6,,
0,8228,20897,20,0,0,93.3,196,100,70.6,,
0,8225,5675,0,0,0,100,196,100,70.6,,
0,8220,56195,0,0,0,0,0,0,0,,
1,8218,15515,0,0,0,100,232.3,79.3,92.9,,
1,8217,20959,0,0,0,100,194.1,80.3,93.7,,
0,8216,4027,0,33.6,41.9,85.1,196,100,70.6,,
1,8212,25358,0,273.9,100,100,196,100,70.6,,
1,8207,2181,0,200,19,92.9,196,100,70.6,,
1,8205,36709,0,0,0,100,351.9,30.2,96.1,,
0,8201,13995,0,0,0,100,0,0,0,,
1,8185,1398,0,0,0,0,0,100,100,,
1,8176,13048,0,200,19,92.9,196,100,70.6,,
1,8170,18165,0,200,19,92.9,265.9,50,80,,
0,8169,8471,1,0,0,0,196,100,70.6,,
1,8167,13129,0,0,0,93.3,211.6,36.3,80,,
0,8155,33162,0,200,19,92.9,196,100,70.6,,
0,8154,8576,0,200,19,92.9,196,100,70.6,,
0,8143,34240,0,200,19,92.9,196,100,70.6,,
1,8143,9126,0,200,19,92.9,196,100,70.6,,
1,8141,12761,0,200,19,92.9,19.1,100,100,,
0,8139,22081,0,200,19,92.9,0,100,100,,
0,8139,22081,0,200,19,92.9,196,100,70.6,,
0,8138,102853,1,0,0,100,0,0,0,,
1,8133,4612,0,0,0,100,196,100,70.6,,
1,8125,36367,0,0,0,0,55,92.3,5.1,,
1,8120,289964,0,0,0,100,196,100,70.6,,
1,8120,289964,0,0,0,100,206.1,11.9,76.1,,
1,8120,289964,0,0,0,100,206.1,11.9,76.1,,
1,8103,39507,0,200,19,92.9,196,100,70.6,,
1,8099,22837,0,289.9,68.6,47.5,0,100,100,,
1,8083,20176,0,200,19,92.9,196,100,70.6,,
1,8078,17174,0,0,0,100,348.1,81.8,82,,
1,8075,7378,0,200,19,92.9,196.8,84.4,78,,
1,8058,26899,0,0,0,100,0,0,0,,
0,8057,22380,0,200,19,92.9,194.3,17.2,47.8,,
0,8054,64841,0,200,19,92.9,109.9,36.3,83.1,,
1,8054,10657,0,200,19,92.9,196,100,70.6,,
0,8053,30512,0,200,19,92.9,180,100,69.8,,
1,8048,16935,0,200,19,92.9,340,75,80,,
1,8046,34281,0,0,0,100,9,90,78.8,,
0,8046,5901,0,200,19,92.9,265.9,50,80,,
0,8039,12794,0,0,0,100,0,100,100,,
1,8035,2517,0,0,0,0,196,100,70.6,,
1,8001,8291,0,183.8,57.3,86.3,80.7,96.4,32.9,,
1,7990,7071,0,0,0,93.3,196,100,70.6,,
0,7989,26449,0,200,19,92.9,196,100,70.6,,
0,7986,96900,0,0,0,0,196,100,70.6,,
0,7977,45962,0,0,0,93.3,196,100,70.6,,
1,7976,3931,0,0,0,0,0,98.8,98,,
0,7966,10854,0,200,19,92.9,196,100,70.6,,
0,7966,7721,0,200,19,92.9,109.9,36.3,83.1,,
1,7957,962,0,200,19,92.9,196,100,70.6,,
0,7953,30845,0,200,19,92.9,0,100,100,,
0,7940,2753,0,200,19,92.9,196,100,70.6,,
0,7878,5829,0,0,0,0,194.1,80.3,93.7,,
1,7878,4612,0,0,0,0,115.2,85.8,91,,
1,7877,44196,0,0,0,100,196,100,70.6,,
1,7876,62896,0,0,0,84.7,352.5,79.2,86.7,,
1,7876,6277,0,200,19,92.9,196,100,70.6,,
0,7871,40728,0,0,0,100,196,100,70.6,,
0,7869,3399,0,0,0,0,206.1,11.9,76.1,,
0,7863,41336,0,0,0,0,352.1,92.1,94.1,,
0,7861,49495,1,183.8,57.3,86.3,0,100,100,,
1,7858,4924,0,0,0,0,194.1,80.3,93.7,,
0,7855,5883,0,0,0,0,196,100,70.6,,
0,7852,63464,0,0,0,100,190.4,100,72.5,,
1,7847,17221,0,185.5,25.6,16.9,0,100,60,,
0,7845,4530,0,0,0,100,196,100,70.6,,
1,7842,19102,0,0,0,100,189.9,100,100,,
0,7834,379805,0,220,20,11.8,0,100,60,,
1,7834,13719,0,85.7,40.1,61.6,340,75,80,,
1,7831,2923,0,200,19,92.9,196,100,70.6,,
1,7825,28634,0,0,0,0,0,0,0,,
1,7823,45669,0,0,0,100,22.7,70.7,61.6,,
1,7820,17811,0,0,0,0,196,100,70.6,,
0,7818,5024,0,0,0,100,196,100,70.6,,
1,7817,55976,3,0,0,100,196,100,70.6,,
0,7813,5828,0,0,0,93.3,180,5.4,36.1,,
1,7807,3315,0,0,0,100,351.9,30.2,96.1,,
1,7805,12400,0,183.8,19.3,65.1,206.2,72.8,85.1,,
1,7795,20153,0,0,0,100,194.1,80.3,93.7,,
1,7788,4857,0,200,19,92.9,207.8,98.4,49,,
1,7781,14253,0,0,0,0,352.5,79.2,86.7,,
1,7775,735,0,183.8,57.3,86.3,196,100,70.6,,
1,7769,22758,0,200,19,92.9,0,0,0,,
1,7769,19979,0,180,20,5.9,206,45.2,98,,
0,7765,16911,0,200,19,92.9,110.1,58.6,56.9,,
0,7763,33664,0,0,0,100,196,100,70.6,,
1,7762,19650,0,0,0,100,196,100,70.6,,
0,7759,20391,0,0,0,0,0,100,100,,
0,7755,8520,0,0,0,0,219.7,56.4,43.1,,
1,7749,7834,0,222.8,100,36.9,240,100,100,,
0,7745,19752,0,0,0,100,0,0,0,,
0,7743,1389,0,200,19,92.9,196,100,70.6,,
1,7742,5255,0,0,0,100,0,0,0,,
0,7740,14847,0,200,19,92.9,206.1,11.9,76.1,,
1,7740,10541,0,200,19,92.9,206,45.2,98,,
0,7739,7783,1,216.5,32,96.9,206.1,89,82,,
1,7734,20064,0,0,0,100,283.9,87.7,70.2,,
0,7730,9154,0,200,19,92.9,196,100,70.6,,
1,7729,57132,0,0,0,0,196,100,70.6,,
0,7710,18260,0,200,19,92.9,352.5,79.2,86.7,,
1,7707,15475,1,200,19,92.9,196,100,70.6,,
1,7705,1327,0,0,0,0,0,100,100,,
1,7702,955,0,200,19,92.9,344.7,79.3,81.6,,
1,7697,14609,0,0,0,0,196,100,70.6,,
0,7696,15535,0,0,0,0,110.1,58.6,56.9,,
0,7695,18925,0,200,19,92.9,196,100,70.6,,
0,7689,6610,0,200,19,92.9,196,100,70.6,,
1,7688,177473,0,0,0,100,0,0,0,,
0,7682,44550,0,200,19,92.9,196,100,70.6,,
1,7680,37390,0,201.5,53.7,85.5,0,100,100,,
1,7677,23269,0,0,0,100,317.1,100,70.2,,
1,7670,4745,0,200,19,92.9,196,100,70.6,,
1,7655,19524,0,183.8,57.3,86.3,0,0,0,,
0,7650,35684,0,0,0,100,0,0,0,,
0,7645,6020,0,0,0,0,196,100,70.6,,
1,7643,5141,0,0,0,100,196,100,70.6,,
1,7642,51953,0,0,0,100,352.5,79.2,86.7,,
0,7642,14128,0,200,19,92.9,110.1,58.6,56.9,,
1,7639,28111,0,0,0,100,196,100,70.6,,
1,7638,2785,0,200,19,92.9,196,100,70.6,,
0,7635,10926,0,0,0,100,0,0,100,,
1,7630,6293,0,0,0,100,196,100,70.6,,
1,7629,36959,0,0,0,100,80.7,96.4,32.9,,
0,7622,15341,0,0,0,0,336,100,100,,
1,7619,11984,0,200,19,92.9,266,94.2,74.1,,
1,7617,6016,0,200,19,92.9,196,100,70.6,,
0,7611,17389,0,200,19,92.9,352.5,79.2,86.7,,
1,7610,100950,0,0,0,100,196,100,70.6,,
1,7609,10444,0,0,0,0,319.1,94.8,98.8,,
0,7609,3403,0,0,0,100,15.3,97.8,53.3,,
0,7602,19209,0,0,0,93.3,196,100,70.6,,
0,7601,48624,0,0,0,0,196,100,70.6,,
0,7600,12952,0,200,19,92.9,190.1,100,72.5,,
0,7597,36743,1,0,0,100,164.9,81.8,83.9,,
0,7590,31461,0,0,0,100,196,100,70.6,,
1,7581,30303,0,0,0,87.5,0,0,0,,
0,7574,40216,0,0,0,93.3,0,96,98,,
1,7566,61666,0,200,19,92.9,303.6,27.6,71,,
1,7559,9662,1,200,19,92.9,276,18.2,43.1,,
1,7554,18912,0,0,0,100,309.1,100,96.1,,
0,7554,5970,0,200,19,92.9,352.5,79.2,86.7,,
1,7539,26491,0,200,19,92.9,206.2,72.8,85.1,,
1,7536,148068,0,0,0,0,212.9,81,74.1,,
1,7528,50304,0,0,0,100,240,100,100,,
1,7527,23109,0,0,0,100,196,100,70.6,,
0,7520,22300,0,0,0,0,196,100,70.6,,
1,7517,12902,0,0,0,0,196,100,70.6,,
1,7517,12902,0,0,0,0,337.9,100,100,,
1,7517,12902,0,0,0,0,337.9,100,100,,
1,7517,12902,0,0,0,0,337.9,100,100,,
1,7517,12902,0,0,0,0,337.9,100,100,,
1,7517,12901,0,0,0,0,196,100,70.6,,
0,7510,26315,0,0,0,0,206.2,72.8,85.1,,
0,7507,47477,0,0,0,100,352.5,79.2,86.7,,
0,7499,7665,0,200,19,92.9,109.9,36.3,83.1,,
1,7496,4662,0,0,0,100,0,0,29,,
0,7492,54205,0,200,19,92.9,196,100,70.6,,
0,7484,25768,2,200,19,92.9,0,100,100,,
0,7483,9921,0,0,0,93.3,196,100,70.6,,
1,7473,1973,0,0,0,0,352.5,79.2,86.7,,
0,7467,25680,0,200,19,92.9,196,100,70.6,,
1,7466,7862,0,0,0,0,206.2,72.8,85.1,,
1,7463,162128,0,0,0,100,227.7,63.8,51,,
0,7463,142834,0,0,0,0,8.3,36.2,78,,
1,7460,26415,0,200,19,92.9,351.9,30.2,96.1,,
0,7456,43632,0,100,41.4,22.7,277.8,38.7,90.2,,
0,7438,34181,0,0,0,0,0,0,0,,
1,7433,8763,0,200,19,92.9,206.1,11.9,76.1,,
1,7425,5964,0,0,0,0,152.7,49.3,52.5,,
0,7420,16367,0,200,19,92.9,0,100,100,,
1,7419,20053,0,0,0,0,351.9,30.2,96.1,,
0,7416,6847,0,0,0,100,194.1,80.3,93.7,,
0,7413,7156,0,198,16.8,93.3,196,100,70.6,,
1,7411,27366,0,0,0,100,196,100,70.6,,
1,7407,13030,0,0,0,0,0,100,100,,
1,7393,38053,0,200,19,92.9,0,0,0,,
0,7390,5697,0,0,0,100,105.1,71.1,91,,
0,7387,3073,0,183.8,19.3,65.1,196,100,70.6,,
0,7386,9349,0,0,0,0,196,100,70.6,,
1,7378,13999,0,0,0,0,196,100,70.6,,
1,7363,13961,0,0,0,100,196,100,70.6,,
1,7361,38667,0,0,0,100,196,100,70.6,,
0,7360,8889,0,252,12.2,16.1,196,100,70.6,,
1,7359,17544,0,0,0,100,351.9,30.2,96.1,,
1,7354,9042,0,0,0,100,196,100,70.6,,
0,7339,18100,0,200,19,92.9,196,100,70.6,,
1,7337,2071,0,0,0,0,196,100,70.6,,
0,7336,32911,0,0,0,100,196,100,70.6,,
0,7336,5446,0,216.5,32,96.9,344.7,79.3,81.6,,
0,7335,123164,0,0,0,100,196,100,70.6,,
0,7335,6152,0,0,0,0,196,100,70.6,,
1,7333,13409,0,183.8,57.3,86.3,196,100,70.6,,
1,7329,16475,0,0,0,100,0,0,0,,
1,7327,11476,0,49,38.4,94.9,80.7,96.4,32.9,,
0,7326,89761,0,0,0,100,196,100,70.6,,
1,7325,16782,0,200,19,92.9,196,100,70.6,,
0,7322,37398,0,0,0,93.3,0,97,52.2,,
1,7315,13618,0,0,0,87.5,204,83.3,56.5,,
0,7313,51928,0,200,19,92.9,193,92.9,72.2,,
1,7313,657,0,0,0,0,196,100,70.6,,
0,7305,24147,0,0,0,0,196,100,70.6,,
0,7298,6310,0,200,19,92.9,351.9,30.2,96.1,,
1,7286,9683,0,0,0,100,340,75,80,,
0,7286,8123,0,200,19,92.9,196,100,70.6,,
1,7285,4265,0,0,0,0,0,0,40,,
0,7272,15741,0,0,0,100,351.9,30.2,96.1,,
0,7271,33674,0,200,19,92.9,110.1,58.6,56.9,,
0,7271,33674,0,200,19,92.9,196,100,70.6,,
1,7268,8302,0,200,19,92.9,0,0,0,,
0,7268,4636,0,200,19,92.9,196,100,70.6,,
1,7266,7823,0,0,0,0,29.2,90.8,94.1,,
0,7261,35057,1,200,19,92.9,352.5,79.2,86.7,,
0,7260,74279,0,0,0,0,300,4.7,16.9,,
0,7259,18922,0,200,19,92.9,196.8,84.4,78,,
0,7246,58004,0,0,0,0,196,100,70.6,,
0,7236,67533,0,200,19,92.9,196,100,70.6,,
0,7234,15519,0,0,0,0,190.3,41.4,66.3,,
0,7227,5653,0,200,19,92.9,196,100,70.6,,
1,7215,692,0,0,0,100,17.2,75.2,98,,
0,7213,66198,0,200,19,92.9,15,100,80,,
1,7211,15247,0,0,0,100,196,100,70.6,,
1,7207,7699,0,0,0,0,280,91.1,43.9,,
1,7193,8369,0,200,19,92.9,351.9,30.2,96.1,,
1,7192,25083,0,340,75,80,17.2,75.2,98,,
1,7192,25083,0,340,75,80,340.1,93.9,70.6,,
0,7185,43367,0,0,0,100,196,100,70.6,,
1,7177,11194,0,0,0,100,0,100,60,,
1,7176,8201,0,200,19,92.9,0,0,0,,
1,7175,50520,0,0,0,100,344.7,79.3,81.6,,
0,7172,29361,0,0,0,93.3,196,100,70.6,,
1,7170,12055,1,0,0,0,265.9,50,80,,
1,7170,12055,0,0,0,0,192,100,100,,
1,7166,11987,0,0,0,100,196,100,70.6,,
1,7165,30810,0,201.5,53.7,85.5,0,100,100,,
0,7157,12772,0,200,19,92.9,196,100,70.6,,
1,7151,464,0,0,0,0,196,100,70.6,,
1,7149,42835,0,0,0,0,0,0,0,,
1,7149,7808,0,200,19,92.9,300,11.1,7.1,,
0,7142,11277,0,0,0,87.5,196,100,70.6,,
1,7128,66460,0,0,100,100,206.2,72.8,85.1,,
1,7127,61455,0,0,0,93.3,190.4,100,72.5,,
0,7125,6125,0,0,0,0,208.5,16.3,96.5,,
1,7115,10935,0,200,19,92.9,196,100,70.6,,
1,7114,82550,0,52.2,100,100,340.1,93.9,70.6,,
0,7110,13505,0,160,21.4,11,196,100,70.6,,
1,7102,4532,0,200,19,92.9,0,100,100,,
0,7095,2610,0,200,19,92.9,196,100,70.6,,
0,7090,22957,0,0,0,0,196,100,70.6,,
1,7087,87019,0,0,0,100,60,83.3,18.8,,
1,7086,4528,0,0,0,0,352.5,79.2,86.7,,
1,7082,19049,0,0,0,0,206,45.2,98,,
0,7082,14309,1,0,0,100,0,100,100,,
1,7079,3094,0,200,19,92.9,0,0,0,,
1,7078,11635,0,0,0,0,196,100,70.6,,
1,7074,11351,0,200,19,92.9,196,100,70.6,,
1,7072,20587,0,0,0,100,316.1,93.1,96.1,,
1,7068,683,0,200,19,92.9,231.6,93.8,56.9,,
0,7062,40180,1,0,0,100,0,0,0,,
0,7057,58123,0,0,0,0,196,100,70.6,,
1,7057,6288,0,85.7,40.1,61.6,196,100,70.6,,
1,7056,54869,0,0,0,0,196,100,70.6,,
1,7053,1112,0,200,19,92.9,196,100,70.6,,
0,7040,30566,0,200,19,92.9,196,100,70.6,,
0,7040,24590,0,200,19,92.9,240,100,100,,
1,7036,8431,0,0,0,93.3,240,100,100,,
1,7036,2718,0,0,0,0,196,100,70.6,,
1,7034,41549,0,0,0,100,196,100,70.6,,
1,7033,8588,0,99.6,21.4,86.3,196,100,70.6,,
1,7029,32314,0,0,0,100,0,94.3,96.1,,
1,7028,10547,0,200,19,92.9,196,100,70.6,,
1,7027,59213,0,0,0,0,196,100,70.6,,
0,7023,15218,0,200,19,92.9,196,100,70.6,,
0,7021,5665,0,0,0,100,196,100,70.6,,
0,7015,58750,0,0,0,93.3,196.8,84.4,78,,
1,7014,9490,0,0,0,100,196,100,70.6,,
0,7013,4521,0,200,19,92.9,71.6,59,65.1,,
1,7013,1900,0,198,16.8,93.3,351.9,30.2,96.1,,
1,7011,63799,0,200,19,92.9,0,0,0,,
1,7010,13448,0,200,19,92.9,196,100,70.6,,
1,6999,36335,1,0,0,100,88,78,67.8,,
0,6996,16034,0,220,20,11.8,206.1,11.9,76.1,,
1,6993,1862,0,38.5,76.5,100,196,100,70.6,,
1,6990,37034,1,0,0,0,22.7,70.7,61.6,,
1,6987,29798,0,0,0,0,206.1,11.9,76.1,,
0,6985,3180,0,200,19,92.9,196,100,70.6,,
1,6981,3713,0,220,20,11.8,196,100,70.6,,
0,6975,87872,0,99,74.1,100,352.5,79.2,86.7,,
1,6962,12963,0,0,0,0,352.5,79.2,86.7,,
1,6952,66595,0,193.3,7.6,92.9,196,100,70.6,,
1,6949,6941,0,200,19,92.9,300,30.4,85.1,,
1,6939,27298,0,340,75,80,0,100,100,,
0,6937,24433,0,45,1.9,82.7,196,100,70.6,,
1,6932,5616,0,0,0,0,352.5,79.2,86.7,,
1,6929,50395,0,220,20,11.8,206.2,72.8,85.1,,
1,6929,7393,0,200,19,92.9,196,100,70.6,,
1,6928,6011,0,200,19,92.9,196,100,70.6,,
1,6916,13240,0,279,100,7.8,352.5,79.2,86.7,,
1,6911,18912,0,0,0,0,196,100,70.6,,
1,6901,26374,0,0,0,100,109.9,36.3,83.1,,
1,6891,4122,0,0,0,0,196,100,70.6,,
1,6891,4122,0,0,0,0,0,0,0,,
1,6879,2226,0,45,1.9,82.7,216.8,88.1,69,,
0,6877,4879,0,200,19,92.9,196,100,70.6,,
1,6864,14701,1,0,0,0,344.7,79.3,81.6,,
1,6853,2347,0,200,19,92.9,196,100,70.6,,
1,6851,8216,0,200,19,92.9,110.1,58.6,56.9,,
1,6850,18715,0,45,1.9,82.7,352.5,79.2,86.7,,
1,6840,208522,0,0,0,87.5,0,100,100,,
1,6840,17919,0,200,19,92.9,0,0,0,,
0,6838,71361,0,0,0,100,232.7,80.2,92.9,,
0,6838,36623,0,54.9,32.2,100,17.2,75.2,98,,
0,6815,29704,0,0,0,0,196,100,70.6,,
1,6811,16327,0,0,0,100,12,100,100,,
0,6809,3575,0,0,0,0,196,100,70.6,,
0,6808,508440,0,0,0,100,196,100,70.6,,
1,6805,12051,0,0,0,100,0,100,100,,
1,6804,17208,0,0,0,100,0,0,0,,
0,6799,18973,0,0,0,93.3,196,100,70.6,,
1,6797,8546,0,0,0,100,196,100,70.6,,
1,6795,22916,0,0,0,0,196,100,70.6,,
1,6793,1954,0,200,19,92.9,196,100,70.6,,
1,6783,37860,0,0,0,100,194.1,80.3,93.7,,
1,6771,12448,0,200,19,92.9,324.8,90.4,85.9,,
1,6767,32900,0,340,75,80,196,100,70.6,,
1,6759,17372,0,200,19,92.9,196,100,70.6,,
1,6757,29289,0,340,75,80,265.9,50,80,,
1,6747,12553,0,193.3,7.6,92.9,196.2,92.4,36.1,,
0,6739,44554,0,200,19,92.9,196,100,70.6,,
1,6736,21312,0,200,19,92.9,206.2,72.8,85.1,,
1,6736,5856,0,200,19,92.9,206.2,72.8,85.1,,
1,6728,80314,0,200,19,92.9,286.4,88.4,37.3,,
1,6723,36399,0,0,0,100,206.1,11.9,76.1,,
1,6721,16266,0,0,0,0,110.1,58.6,56.9,,
0,6721,13533,0,200,19,92.9,0,0,6.7,,
0,6719,8740,1,200,19,92.9,21.4,68.1,92.2,,
1,6713,5210,0,200,19,92.9,240,95.1,80,,
1,6710,6711,0,0,0,100,351.9,30.2,96.1,,
1,6702,52158,0,0,0,0,196,100,70.6,,
1,6701,9878,0,0,0,0,196,100,70.6,,
1,6701,9878,0,0,0,0,265.9,50,80,,
1,6698,27331,0,0,0,0,311.9,92.3,92.2,,
1,6698,21981,0,0,0,0,196,100,70.6,,
0,6687,26877,0,220,20,11.8,194.1,80.3,93.7,,
1,6686,318859,0,0,0,0,190.4,100,72.5,,
1,6683,3436,0,200,19,92.9,17.2,75.2,98,,
0,6680,5619,0,200,19,92.9,265.9,50,80,,
0,6663,44753,0,0,0,100,190.4,100,72.5,,
1,6662,27593,0,0,0,0,194.1,80.3,93.7,,
0,6658,13570,0,0,0,0,148.2,45.8,83.9,,
0,6656,44658,0,0,0,0,44.6,19.2,71.4,,
0,6650,44694,0,0,0,0,206.1,11.9,76.1,,
0,6650,44156,0,0,0,100,196,100,70.6,,
1,6648,4402,0,0,0,100,109.9,36.3,83.1,,
1,6647,1035,0,200,19,92.9,196,100,70.6,,
1,6647,1034,0,200,19,92.9,206.2,72.8,85.1,,
0,6645,6243,0,54.9,32.2,100,196,100,70.6,,
1,6638,7973,0,0,0,0,196,100,70.6,,
1,6637,2281,0,0,0,0,196,100,70.6,,
1,6623,21327,0,0,0,93.3,240,100,100,,
1,6616,20316,0,183.8,19.3,65.1,180,70.5,65.1,,
0,6614,47685,0,0,0,100,190.4,100,72.5,,
0,6605,18307,0,200,19,92.9,206,45.2,98,,
1,6600,12847,0,200,19,92.9,196,100,70.6,,
1,6598,13298,0,200,19,92.9,351.9,30.2,96.1,,
0,6594,6347,0,0,0,0,324.3,56,65.9,,
1,6583,74678,0,0,0,0,196,100,70.6,,
0,6577,26954,0,0,0,0,195,100,80,,
1,6576,14315,0,0,0,100,196,100,70.6,,
1,6573,10846,0,340,75,80,190.4,100,72.5,,
1,6570,17750,0,0,0,100,190.4,100,72.5,,
1,6559,11328,0,0,0,93.3,196,100,70.6,,
0,6555,88184,0,0,0,0,196,100,70.6,,
1,6545,8755,0,200,19,92.9,196,100,70.6,,
1,6540,13371,0,220,20,11.8,196,100,70.6,,
0,6537,56753,0,200,19,92.9,194.1,80.3,93.7,,
0,6534,3679,1,0,0,93.3,265.9,50,80,,
0,6528,24027,0,0,0,100,196,100,70.6,,
1,6528,19285,0,0,0,100,194.1,80.3,93.7,,
0,6524,2831,0,0,0,0,196,100,70.6,,
1,6521,162864,0,54.9,32.2,100,1.4,50.3,68.6,,
0,6520,20729,0,200,19,92.9,194.1,80.3,93.7,,
1,6519,52039,0,86.5,63.8,73.7,196,100,70.6,,
1,6519,2692,0,201.5,53.7,85.5,196,100,70.6,,
1,6518,13271,0,0,0,0,340,75,80,,
0,6515,41026,0,200,19,92.9,0,0,0,,
0,6515,28115,1,200,19,92.9,0,0,0,,
1,6506,7125,0,200,19,92.9,340,75,80,,
1,6504,15354,0,200,19,92.9,196,100,70.6,,
1,6494,10272,0,0,0,100,206.2,72.8,85.1,,
0,6484,3266,0,200,19,92.9,0,0,0,,
1,6483,17937,0,200,19,92.9,109.9,36.3,83.1,,
1,6482,90079,0,0,0,100,196,100,70.6,,
1,6480,21419,0,0,0,100,80.7,96.4,32.9,,
1,6475,4422,0,0,0,100,196,100,70.6,,
0,6469,910,0,0,0,0,196,100,70.6,,
0,6468,19773,0,0,0,0,196,100,70.6,,
0,6464,57654,0,0,0,100,0,0,0,,
1,6462,14139,0,0,0,100,196,100,70.6,,
0,6462,1399,0,200,19,92.9,0,100,60,,
1,6460,27765,0,0,0,0,206,45.2,98,,
0,6452,54143,0,200,19,92.9,348,72.1,87.1,,
1,6443,22658,1,0,0,0,287.9,100,70.2,,
1,6442,18542,0,0,0,100,170.1,100,100,,
1,6439,16571,0,200,19,92.9,196,100,70.6,,
0,6434,11368,0,200,19,92.9,206.1,11.9,76.1,,
0,6432,20618,0,216.5,32,96.9,346.8,90.6,74.9,,
1,6432,7306,0,267.3,73.3,100,196,100,70.6,,
0,6431,9740,0,220,20,11.8,26.3,19.6,82,,
1,6423,37608,0,0,0,100,196,100,70.6,,
0,6421,56484,0,0,0,87.5,196,100,70.6,,
0,6421,41011,0,200,19,92.9,324,100,86.3,,
1,6419,13039,0,340,75,80,0,60,100,,
1,6409,9024,0,47.2,93.8,31.4,196,100,70.6,,
1,6400,70391,0,0,0,0,30,40,33.3,,
1,6397,11129,0,0,0,0,0,0,0,,
0,6389,299915,0,0,0,100,107,90.2,16.1,,
0,6389,299914,0,0,0,100,206.2,72.8,85.1,,
1,6383,7193,0,0,0,93.3,0,0,0,,
1,6373,2849,0,0,0,0,206,45.2,98,,
1,6368,104605,0,0,0,0,60,93.8,50.2,,
1,6366,19614,0,0,0,93.3,196,100,70.6,,
1,6363,10623,0,200,19,92.9,0,0,0,,
1,6362,3018,0,200,19,92.9,190.4,100,72.5,,
1,6347,5585,0,0,0,0,196,100,70.6,,
1,6345,22299,0,200,19,92.9,196,100,70.6,,
1,6345,1487,0,49,38.4,94.9,196,100,70.6,,
0,6345,392,0,200,19,92.9,196,100,70.6,,
1,6342,8518,0,0,0,100,196,100,70.6,,
1,6342,5108,0,200,19,92.9,196,100,70.6,,
1,6339,26789,0,0,0,0,196,100,70.6,,
1,6339,25108,0,0,0,100,196,100,70.6,,
0,6337,46426,0,0,0,93.3,351.9,30.2,96.1,,
1,6332,19707,0,33.6,41.9,85.1,22.7,70.7,61.6,,
0,6325,13318,0,0,0,0,196,100,70.6,,
0,6324,7450,0,0,0,100,352.5,79.2,86.7,,
1,6320,2149,0,0,0,0,0,100,6.7,,
0,6319,5211,0,0,0,0,196,100,70.6,,
0,6314,19093,0,120,100,100,211.1,78.7,42.4,,
1,6313,71924,1,0,0,0,196,100,70.6,,
0,6312,5029,0,0,0,0,196,100,70.6,,
1,6308,10595,0,200,19,92.9,340,75,80,,
1,6303,4443,0,201.5,53.7,85.5,196,100,70.6,,
1,6302,3057,0,220,20,11.8,196,100,70.6,,
0,6294,40221,0,0,0,100,206.2,72.8,85.1,,
0,6291,112117,1,180,10,3.9,240,100,100,,
1,6288,10426,0,0,0,100,240,100,100,,
1,6287,11956,0,216.5,32,96.9,0,0,0,,
0,6282,16325,2,200,19,92.9,0,100,100,,
0,6271,39881,0,0,0,100,196,100,70.6,,
0,6269,11887,0,200,19,92.9,196,100,70.6,,
0,6269,11886,0,200,19,92.9,0,0,0,,
0,6264,91585,0,0,0,100,0,98.1,82,,
1,6247,41398,1,45,1.9,82.7,196,100,70.6,,
0,6245,55936,0,0,0,100,196,100,70.6,,
1,6245,1466,0,200,19,92.9,196,100,70.6,,
1,6241,667,0,200,19,92.9,196,100,70.6,,
1,6239,36692,0,0,0,0,0,93.9,90.2,,
0,6237,13097,0,234.9,32.8,70.6,196,100,70.6,,
0,6235,29991,0,0,0,0,196,100,70.6,,
1,6235,2193,0,0,0,0,196,100,70.6,,
0,6234,8363,0,0,0,0,42.8,69.8,100,,
1,6231,11149,0,200,19,92.9,351.9,30.2,96.1,,
0,6222,50765,0,200,19,92.9,196,100,70.6,,
1,6220,35841,0,0,0,100,57.2,77.3,43.1,,
0,6215,9115,0,0,0,0,196,100,70.6,,
1,6197,11443,0,183.8,57.3,86.3,0,0,0,,
1,6192,7613,0,0,0,0,0,0,20,,
