gender,created,fav_number,tweet_count,retweet_count,tweet_location,user_timezone,link_hue,link_sat,link_vue,sidebar_hue,sidebar_sat,sidebar_vue
1,05/02/2010,17104,60864,1,1,1,265.9,50,80,0,0,100
1,04/28/2013,14988,60863,0,0,1,0,0,0,0,0,0
1,10/20/2010,563,60759,0,0,1,124,91.5,32.2,260.9,90.2,76.1
1,11/30/2011,9932,60718,0,1,1,0,0,0,0,0,100
1,01/05/2011,2644,60456,0,0,1,0,0,0,0,0,0
0,09/18/2014,111,60431,0,0,0,240,100,100,0,0,100
0,05/06/2014,0,60404,0,0,0,196,100,70.6,200,19,92.9
0,10/14/2011,3335,60354,0,0,1,196,100,70.6,216.5,32,96.9
1,08/07/2014,1394,60328,0,0,1,210,49.6,53.7,0,0,0
0,03/02/2010,549,60322,0,1,1,196,100,70.6,200,19,92.9
1,01/24/2011,11037,60273,1,1,1,0,0,0,0,0,93.3
0,01/07/2012,797,60241,0,1,1,196,100,70.6,200,19,92.9
1,09/16/2015,2,60225,0,0,1,196,100,70.6,200,19,92.9
0,08/19/2013,0,60198,0,0,1,196,100,70.6,200,19,92.9
1,08/11/2012,45620,60114,1,1,1,206.1,11.9,76.1,0,0,0
1,07/29/2013,39756,60099,0,0,0,196,100,70.6,200,19,92.9
1,01/12/2010,2426,60071,0,1,1,0,0,0,0,0,93.3
1,01/12/2010,2426,60059,0,1,1,0,0,0,0,0,93.3
0,04/10/2009,1044,60033,0,1,1,196,100,70.6,200,19,92.9
0,06/09/2012,46427,60022,1,0,1,265.9,50,80,0,0,0
0,05/04/2012,2076,60010,0,0,1,0,100,100,0,0,100
0,10/07/2011,16332,59979,0,1,1,196,100,70.6,216.5,32,96.9
1,02/04/2013,17488,59870,0,1,1,196,100,70.6,0,0,100
0,04/19/2009,837,59772,0,1,1,212,100,100,0,0,100
0,11/04/2011,97,59751,0,1,0,196,100,70.6,200,19,92.9
1,08/18/2010,1194,59707,0,1,0,183.9,33.2,72.2,0,0,100
1,11/11/2011,65436,59671,0,1,1,289.7,52.5,47.8,0,0,100
1,07/23/2013,32153,59624,0,1,1,0,0,0,0,0,0
0,08/03/2011,5275,59513,0,1,1,196,100,70.6,200,19,92.9
1,10/03/2009,24671,59509,0,1,1,0,100,100,0,0,100
0,12/30/2010,11,59489,0,1,1,196,100,70.6,0,0,0
0,07/22/2013,19454,59478,0,0,1,206.1,11.9,76.1,0,0,100
0,08/05/2011,19842,59465,0,0,1,344.7,79.3,81.6,0,0,100
1,05/13/2015,577,59451,0,1,0,17.2,75.2,98,0,0,0
0,05/06/2011,647,59432,0,0,1,0,0,0,0,0,100
1,05/01/2013,797,59357,0,1,1,288,23.4,83.9,0,0,100
1,07/25/2011,9410,59355,0,0,1,196,100,70.6,200,19,92.9
1,02/07/2014,1135,59306,0,1,1,196,100,70.6,200,19,92.9
1,03/06/2009,7027,59213,0,1,1,0,100,100,0,0,0
1,08/23/2009,4793,59019,0,0,1,196,100,70.6,200,19,92.9
0,09/10/2009,265,59009,0,1,1,350,95.9,96.1,0,0,0
1,07/31/2009,365,59008,0,1,1,206.8,25.2,87.1,203.6,65.6,36.5
0,12/16/2010,934,58989,0,1,1,196,100,70.6,200,19,92.9
0,08/20/2014,17728,58885,0,1,0,192.6,57.6,12.9,0,0,0
1,04/23/2009,748,58876,0,0,1,340,75,80,193.3,7.6,92.9
1,01/18/2012,464,58874,0,1,1,181.9,81.1,76.9,0,0,100
0,06/14/2011,16064,58856,1,1,1,35.5,96.6,46.7,0,0,0
1,08/27/2015,2,58775,0,0,0,196,100,70.6,200,19,92.9
0,09/14/2011,7015,58750,0,1,1,0,0,0,0,0,93.3
0,01/24/2012,27743,58741,0,1,1,0,0,0,0,0,100
1,04/19/2009,646,58741,0,1,1,196.8,84.4,78,198,16.8,93.3
0,11/05/2008,15,58701,0,1,1,240,100,100,0,0,100
1,08/10/2010,9744,58623,0,1,1,206.1,11.9,76.1,0,0,100
0,12/04/2012,776,58452,0,1,1,196,100,70.6,99.6,21.4,86.3
0,01/05/2008,1766,58441,0,1,1,0,100,100,0,0,100
1,12/07/2012,15956,58419,0,1,1,352.5,79.2,86.7,0,0,0
1,04/14/2010,25032,58336,0,1,1,180,100,100,0,0,100
1,01/23/2010,0,58323,0,1,1,0,95,54.9,0,96.9,74.9
1,10/17/2009,3549,58138,0,0,1,196,100,70.6,0,0,100
0,08/01/2012,7057,58123,0,1,1,206.2,72.8,85.1,0,0,0
0,07/01/2012,165,58115,0,1,0,196,100,70.6,200,19,92.9
1,07/17/2011,10450,58107,0,1,1,50.1,81.2,87.5,0,0,98.8
0,12/29/2011,15107,58075,0,1,0,196,100,70.6,200,19,92.9
0,06/29/2009,2855,58053,0,1,1,44,10.5,56.1,0,0,82
0,07/03/2011,7246,58004,0,0,1,0,0,0,0,0,0
1,08/03/2010,0,57918,0,1,1,196,100,70.6,200,19,92.9
1,12/09/2013,44446,57897,0,1,1,190.4,100,72.5,183.8,57.3,86.3
0,07/29/2010,993,57827,0,1,1,16.8,82.4,35.7,0,22.8,49.8
1,09/29/2013,530,57775,0,0,1,266,84,83.1,0,0,100
1,03/18/2009,858,57755,0,1,1,0,100,60,0,0,87.5
1,12/05/2015,280,57737,0,0,0,196,100,70.6,0,0,0
1,12/05/2015,280,57737,0,0,0,196,100,70.6,0,0,0
1,03/04/2014,4516,57730,1,0,0,196,100,70.6,200,19,92.9
0,03/12/2011,20105,57654,0,1,1,0,0,0,0,0,100
0,03/12/2011,20105,57654,0,1,1,0,0,0,0,0,100
0,08/08/2010,6464,57654,0,1,1,206.2,72.8,85.1,0,0,100
0,03/04/2011,933,57633,0,1,1,196,100,70.6,200,19,92.9
1,12/26/2011,492,57621,0,0,1,80.7,96.4,32.9,0,0,93.3
1,03/19/2011,304,57581,0,1,1,196,100,70.6,200,19,92.9
0,05/29/2012,1596,57363,0,1,1,0,0,50.2,0,0,100
0,03/23/2009,150,57218,0,1,1,0,0,0,0,0,93.3
0,01/23/2010,18303,57204,0,1,1,0,0,0,0,0,100
0,12/08/2009,2786,57187,0,1,1,17.2,75.2,98,240,4.9,63.9
0,05/16/2012,1220,57152,0,0,1,0,0,0,0,0,93.3
0,01/26/2009,5363,57140,0,1,1,206.1,11.9,76.1,85.7,40.1,61.6
1,05/16/2009,7729,57132,0,1,1,0,91.2,76.1,0,0,0
1,10/30/2009,992,57126,0,0,1,196,100,70.6,200.5,57.7,27.8
1,06/17/2009,2003,57106,0,1,1,351.9,30.2,96.1,0,0,100
1,03/01/2012,3462,57072,0,1,0,196,100,70.6,0,0,100
0,09/13/2013,3973,57025,0,1,0,206.2,72.8,85.1,0,0,100
0,05/20/2009,13739,56989,0,1,1,152.9,94.4,56.1,99.6,21.4,86.3
0,05/20/2009,13739,56989,0,1,1,152.9,94.4,56.1,99.6,21.4,86.3
1,09/04/2011,3401,56861,0,1,1,80.7,96.4,32.9,0,0,100
1,07/31/2008,2,56827,0,1,1,196,100,70.6,216.5,32,96.9
1,11/05/2013,8988,56773,0,1,1,110.1,58.6,56.9,0,0,100
0,02/15/2011,6537,56753,0,0,1,206.2,72.8,85.1,200,19,92.9
0,08/13/2009,9007,56748,1,1,1,194.1,80.3,93.7,0,0,100
0,08/07/2011,0,56693,0,0,1,110.1,58.6,56.9,198,16.8,93.3
1,01/01/2012,15662,56639,0,1,1,354,97.7,52.2,0,0,0
0,09/09/2010,2995,56625,0,1,1,196,100,70.6,200,19,92.9
0,10/06/2011,762,56577,0,1,1,0,0,0,0,0,93.3
0,08/27/2009,6421,56484,0,1,1,0,100,60,0,0,87.5
1,07/21/2012,19128,56472,0,1,1,196,100,70.6,200,19,92.9
1,02/11/2011,25446,56452,0,1,1,206.1,11.9,76.1,0,0,100
0,07/27/2009,3575,56406,0,1,1,206.2,72.8,85.1,0,0,100
1,01/29/2009,2868,56376,0,1,1,0,100,100,201.5,53.7,85.5
1,03/19/2009,483,56352,0,1,1,109.9,36.3,83.1,0,0,41.2
1,08/12/2013,200,56225,0,1,1,230.5,47.8,36.1,0,0,0
0,12/08/2010,8220,56195,0,0,1,206.1,11.9,76.1,0,0,0
1,12/04/2009,255,56151,0,1,1,0,0,0,0,0,93.3
1,07/16/2011,12054,56080,0,1,1,196,100,70.6,200,19,92.9
1,08/06/2012,15916,56063,0,1,1,0,0,0,0,0,100
0,01/24/2011,774,56032,0,0,0,0,0,0,0,0,93.3
1,08/20/2012,9641,56016,0,1,1,206,45.2,98,0,0,0
1,08/17/2013,7817,55976,3,1,1,352.5,79.2,86.7,0,0,100
0,10/03/2009,6245,55936,0,1,0,196,100,70.6,0,0,100
0,09/16/2013,91404,55863,0,0,0,196,100,70.6,200,19,92.9
0,12/07/2012,15451,55821,0,1,1,340,75,80,0,0,0
0,12/07/2012,15451,55821,0,1,1,340,75,80,0,0,0
1,08/26/2009,1623,55769,0,0,1,349.9,76.3,61.2,38,98,98
0,12/08/2009,29348,55752,0,1,1,196,100,70.6,200,19,92.9
1,03/28/2010,633,55743,0,1,1,340,75,80,193.3,7.6,92.9
1,09/18/2015,0,55682,0,0,0,196,100,70.6,200,19,92.9
1,06/26/2012,1368,55599,0,0,1,42.8,69.8,100,0,0,100
0,09/15/2009,348,55586,0,1,1,0,0,0,352.1,95.9,96.1
1,05/22/2012,15770,55563,0,1,1,195.9,100,96.1,0,0,100
1,09/24/2014,8379,55513,0,0,1,206.1,11.9,76.1,0,0,0
0,12/16/2014,5813,55405,0,1,0,196,100,70.6,200,19,92.9
1,02/17/2015,1702,55366,0,1,0,196,100,70.6,200,19,92.9
0,02/06/2013,7,55318,0,0,0,196,100,70.6,0,0,100
1,03/14/2013,10881,55239,0,1,1,270.8,100,70.2,0,0,0
0,05/13/2015,392,55203,0,1,0,206.1,11.9,76.1,0,0,0
0,01/31/2015,3768,55199,0,1,1,196,100,70.6,200,19,92.9
1,01/31/2015,3768,55199,0,1,1,196,100,70.6,200,19,92.9
1,09/13/2012,4821,55177,0,0,1,206.2,72.8,85.1,0,0,0
1,01/28/2010,59812,55148,0,1,1,336.7,15.5,45.5,0,0,0
1,12/20/2011,12945,55131,0,1,1,351.9,30.2,96.1,0,0,100
1,02/26/2012,39607,54991,0,1,1,37.3,95.3,33.7,0,0,100
0,05/12/2010,1070,54930,0,1,1,196,100,70.6,0,0,100
0,08/14/2008,0,54930,0,1,1,193.9,100,100,0,0,0
1,08/10/2011,10936,54893,0,1,1,307.1,83.3,87.1,272.8,100,58
1,10/26/2011,7056,54869,0,1,1,319.1,79.9,87.8,0,0,0
0,08/28/2009,1467,54841,0,1,1,196,100,70.6,200,19,92.9
0,12/28/2011,1206,54808,0,1,1,0,100,100,0,0,0
1,09/18/2013,30896,54769,0,0,1,282.4,23,98.8,0,0,0
0,09/07/2012,2537,54695,0,1,1,196,100,70.6,200,19,92.9
0,06/14/2007,20837,54691,0,1,1,0.3,82.8,86.7,31.8,72.5,35.7
1,04/18/2012,12972,54603,0,1,1,0,0,50.2,0,0,0
1,12/07/2012,173,54603,0,0,1,353.3,61.5,91.8,0,0,100
0,03/17/2012,1153,54601,0,1,1,196,100,70.6,200,19,92.9
1,04/17/2010,2663,54568,0,0,1,80.7,96.4,32.9,0,0,100
0,02/15/2009,2729,54541,0,1,1,0,0,0,0,0,0
0,11/11/2009,2288,54494,0,1,1,196,100,70.6,200,19,92.9
1,09/03/2009,126,54484,0,1,1,358,77.8,62,0,0,100
0,09/16/2011,2782,54462,0,1,1,352.9,100,92.9,0,0,100
1,12/14/2014,18322,54433,0,1,1,265.9,50,80,0,0,0
1,09/09/2011,488,54432,0,1,1,342.9,100,70.2,200,19,92.9
0,02/01/2012,7492,54205,0,1,1,196,100,70.6,200,19,92.9
0,08/22/2014,6452,54143,0,0,0,196,100,70.6,200,19,92.9
1,07/26/2009,48135,54078,0,1,1,348,72.1,87.1,345.8,80.2,87.1
0,05/04/2011,3699,54037,0,0,1,128.9,100,100,120,100,100
1,04/17/2011,16114,54010,0,1,1,288,100,56.9,0,0,100
1,10/24/2012,73189,53981,0,1,1,206,45.2,98,0,0,100
1,09/20/2009,709,53949,0,1,1,302.1,93.9,96.9,0,0,100
0,04/19/2012,85,53890,0,1,1,60,93.8,31.4,0,0,100
0,01/15/2012,2535,53730,0,0,1,206.1,11.9,76.1,0,0,0
1,09/16/2011,4039,53712,0,0,1,0,0,0,0,0,100
1,03/19/2009,1415,53709,0,1,1,265.9,50,80,285,21.6,29
0,05/11/2012,44199,53693,0,0,1,194.1,80.3,93.7,220,20,11.8
1,09/14/2011,1318,53682,0,1,1,351.9,30.2,96.1,0,0,100
1,10/05/2012,5151,53583,0,1,1,0,0,0,0,0,93.3
0,03/13/2009,10780,53544,1,1,1,17.2,75.2,98,0,0,0
0,03/28/2011,22086,53529,0,1,1,196,100,70.6,0,0,0
1,05/28/2011,4501,53515,0,1,1,24.1,68.3,47.1,228,37.7,20.8
0,11/07/2009,449,53470,0,1,1,196,100,70.6,200,19,92.9
1,11/04/2008,0,53463,0,1,1,0,0,0,0,0,100
1,09/04/2008,52438,53382,0,1,1,194.1,80.3,93.7,220,20,11.8
0,10/06/2012,26,53382,0,0,1,0,0,3.9,0,0,0
0,07/24/2011,17217,53364,0,1,1,196,100,70.6,200,19,92.9
1,02/08/2009,1430,53351,0,1,1,352.5,79.2,86.7,0,0,0
0,09/04/2013,3455,53342,0,1,1,196,100,70.6,200,19,92.9
1,03/08/2010,577,53282,0,1,1,196,100,70.6,200,19,92.9
0,05/13/2007,1312,53245,0,1,1,0,0,0,0,0,0
1,05/09/2012,80094,53187,0,1,1,0,0,0,0,0,93.3
0,10/19/2013,4340,53118,0,0,1,351.9,30.2,96.1,0,0,100
0,04/23/2009,829,53079,0,1,1,196,100,70.6,200,19,92.9
0,06/27/2010,592,53053,0,1,1,0,0,0,0,0,93.3
1,10/24/2010,2415,53032,0,1,1,4,92,83.1,0,9.8,40
0,01/06/2010,1115,53032,0,1,1,196,100,70.6,200,19,92.9
1,11/10/2009,347,52920,0,1,1,15.3,97.8,53.3,45,1.9,82.7
1,04/18/2012,1548,52852,0,0,1,6.9,93.9,58,0,0,100
1,03/13/2009,9,52801,0,1,1,341.3,63.4,83.5,0,0,0
1,07/07/2013,11297,52743,0,0,1,196,100,70.6,200,19,92.9
1,06/04/2011,1739,52657,0,0,1,129,77.8,74.1,335,92.3,5.1
0,06/09/2014,53563,52653,0,1,1,206.2,72.8,85.1,0,0,0
1,06/13/2009,1117,52642,0,0,1,80.7,96.4,32.9,0,0,100
1,02/24/2009,583,52598,0,1,1,358.8,61.1,93.7,190,2.5,95.3
1,07/13/2011,440,52592,0,0,1,345,90.3,85.1,57.1,72.2,89
1,07/29/2009,2971,52585,0,1,1,196,100,70.6,200,19,92.9
0,10/03/2010,1132,52556,0,0,1,196,100,70.6,200,19,92.9
0,10/05/2012,16216,52433,0,1,1,196,100,70.6,0,0,100
0,07/11/2009,11649,52423,0,1,1,206.2,72.8,85.1,0,0,0
1,01/11/2009,2678,52422,0,1,1,356.9,100,69,0,0,0
1,02/23/2010,15,52382,0,1,1,331.1,78.8,94.1,122,68.6,68.6
0,04/13/2010,20,52346,0,1,1,196,100,70.6,200,19,92.9
0,01/06/2008,170,52259,0,1,1,0,0,0,0,0,93.3
1,07/18/2013,6702,52158,0,1,1,194.1,80.3,93.7,0,0,0
0,01/08/2011,3835,52055,0,1,1,196,100,70.6,200,19,92.9
1,03/31/2008,6519,52039,0,1,1,206.2,72.8,85.1,86.5,63.8,73.7
1,10/24/2014,10,52012,0,1,1,196,100,70.6,200,19,92.9
0,10/26/2013,26880,51975,0,1,1,196,100,70.6,200,19,92.9
1,01/07/2009,3877,51968,0,0,1,265.9,50,80,0,0,100
1,07/06/2013,1356,51958,0,0,1,279,79,71,0,0,100
1,05/01/2013,7642,51953,0,1,1,352.5,79.2,86.7,0,0,100
0,04/19/2014,431,51939,0,1,0,352.5,79.2,86.7,200,19,92.9
0,01/22/2011,7313,51928,0,1,1,196,100,70.6,200,19,92.9
0,08/22/2012,48225,51883,0,1,1,193,92.9,72.2,0,0,100
0,03/25/2012,4779,51847,0,1,1,0,0,0,0,0,0
1,04/27/2009,286,51830,1,1,1,60,93.8,31.4,160,30,3.9
0,03/08/2010,2789,51800,0,1,1,196,100,70.6,200,19,92.9
0,07/04/2011,221,51565,0,1,1,196,100,70.6,0,0,100
0,06/12/2011,13532,51519,0,1,1,216.1,65.2,80,200,19,92.9
1,10/07/2012,15110,51484,0,1,1,27,89.9,38.8,0,0,100
1,08/18/2009,1970,51458,0,0,1,300,6.5,12.2,0,0,0
0,10/01/2011,1867,51456,0,1,1,0,96,98.8,0,0,100
1,03/06/2010,35222,51442,0,1,1,309.1,58.2,92.9,0,0,100
1,07/08/2013,326,51397,0,1,0,196,100,70.6,200,19,92.9
1,07/15/2011,23531,51351,0,1,1,80.7,96.4,32.9,0,0,93.3
1,08/11/2008,55669,51346,0,1,1,265.9,50,80,0,0,0
1,08/16/2014,16976,51336,0,1,1,196,100,70.6,200,19,92.9
1,08/04/2013,0,51335,0,1,1,196,100,70.6,200,19,92.9
1,03/20/2009,81,51325,0,1,1,287.8,75,80,0,0,100
1,02/22/2012,8943,51309,0,1,1,268.2,100,70.2,200,19,92.9
0,08/21/2011,10682,51278,0,1,1,196,100,70.6,200,19,92.9
1,07/11/2012,9850,51258,0,1,1,351.9,30.2,96.1,0,0,0
0,12/16/2010,49824,51195,0,1,1,182.9,88,74.9,0,0,0
0,06/19/2012,31342,51175,0,0,1,110.1,58.6,56.9,0,0,100
0,03/12/2013,4940,51167,0,1,1,196,100,70.6,200,19,92.9
0,03/12/2013,4940,51167,0,1,1,196,100,70.6,200,19,92.9
0,12/29/2011,44228,51133,1,0,1,19.3,100,100,0,0,0
1,03/22/2008,22710,51112,0,1,1,300,100,60,201.5,53.7,85.5
0,03/05/2009,362,51035,0,1,1,212.9,100,100,183.8,19.3,65.1
1,03/03/2009,596,51025,0,1,1,15.3,97.8,53.3,45,1.9,82.7
0,04/07/2009,24077,50942,20,1,1,195.4,36.1,38,0,0,100
1,01/07/2011,1624,50931,0,0,1,336,94.2,81.2,0,0,100
0,02/19/2011,0,50918,0,1,1,81.4,59.9,73.3,81.4,59.9,73.3
1,08/28/2015,0,50884,0,0,1,196,100,70.6,200,19,92.9
0,10/30/2009,22272,50882,0,1,1,42.9,83.3,32.9,0,0,0
1,10/11/2013,1065,50858,0,1,1,300,96.8,62,0,0,100
0,01/24/2010,371,50827,0,1,1,80.7,96.4,32.9,0,0,93.3
1,08/02/2011,4261,50766,0,0,1,352.5,79.2,86.7,0,0,100
0,03/11/2013,6222,50765,0,1,1,196,100,70.6,200,19,92.9
0,09/23/2014,9593,50731,0,1,0,196,100,70.6,200,19,92.9
0,10/25/2012,63466,50662,0,1,1,194.1,80.3,93.7,220,20,11.8
1,03/31/2008,15,50632,0,1,1,190.4,100,72.5,183.8,57.3,86.3
1,09/16/2011,2245,50614,0,1,1,0,100,100,201.5,53.7,85.5
1,07/10/2011,281,50609,0,1,1,236.8,92.2,96.1,0,0,0
1,07/10/2011,281,50609,0,1,1,236.8,92.2,96.1,0,0,0
0,12/21/2013,19161,50604,0,1,1,300,13,21.2,0,0,100
1,05/04/2011,5198,50578,2,1,1,0,0,0,0,0,93.3
0,05/30/2009,5658,50560,0,0,1,17.2,75.2,98,0,0,0
0,12/05/2010,105,50539,0,1,1,81.3,93.7,18.8,200,19,92.9
1,11/15/2012,7175,50520,0,0,1,206,45.2,98,0,0,100
0,04/13/2009,9954,50396,0,1,1,344.7,79.3,81.6,220,20,11.8
1,05/21/2010,6929,50395,0,1,1,194.1,80.3,93.7,220,20,11.8
0,05/19/2012,5034,50390,0,0,1,206.2,72.8,85.1,0,0,100
0,02/22/2011,81,50311,0,0,0,190.4,100,72.5,183.8,57.3,86.3
0,01/29/2012,24385,50305,0,0,1,196,100,70.6,0,0,100
1,01/30/2010,7528,50304,0,1,1,352.5,79.2,86.7,0,0,100
0,10/07/2009,6,50280,0,1,1,240,100,100,0,0,100
0,03/31/2012,29325,50261,0,1,0,196,100,70.6,200,19,92.9
0,02/02/2010,20,50238,0,0,1,196,100,70.6,200,19,92.9
0,02/02/2010,20,50238,0,0,1,196,100,70.6,200,19,92.9
1,01/05/2008,52168,50151,0,1,1,351.9,30.2,96.1,267.2,41,61.2
1,06/25/2014,44829,50147,1,1,1,0,0,0,200,19,92.9
1,06/07/2011,17707,50142,0,0,1,0,0,0,0,0,93.3
1,07/19/2013,17400,50127,0,1,1,196,100,70.6,0,0,100
0,01/07/2010,24804,50065,0,1,1,196,100,70.6,216.5,32,96.9
0,01/16/2011,986,50052,0,0,1,354.7,95.1,80,218.2,9.4,45.9
0,05/03/2012,15691,50036,0,1,1,327.1,75.3,38,0,0,100
0,08/17/2011,9612,50023,0,0,1,352.5,79.2,86.7,0,0,100
0,10/23/2011,17,49958,0,1,1,196,100,70.6,200,19,92.9
0,09/06/2013,13049,49907,0,0,1,196,100,70.6,200,19,92.9
0,08/28/2011,8290,49817,0,0,1,222.2,52.9,20,0,0,0
1,06/24/2011,4066,49774,0,1,1,220,100,80,0,0,0
1,06/19/2009,24653,49711,0,1,0,273,82.1,65.9,0,0,0
1,04/05/2010,2826,49696,0,1,1,206.1,11.9,76.1,340,75,80
0,01/03/2011,14005,49611,0,0,0,160.9,92.5,62.7,0,0,100
0,03/06/2012,23818,49589,0,0,0,352.5,79.2,86.7,0,0,100
0,03/16/2009,44,49549,0,1,1,196,100,70.6,0,0,100
0,12/03/2010,939,49547,0,1,1,196,100,70.6,200,19,92.9
1,01/02/2013,11965,49512,0,1,1,195,100,80,0,0,0
0,12/05/2009,7861,49495,1,1,1,190.4,100,72.5,183.8,57.3,86.3
0,08/10/2009,239,49426,0,1,1,0,100,100,0,0,100
1,01/27/2010,14142,49424,1,1,1,17.2,75.2,98,220,20,11.8
0,05/31/2009,3536,49325,0,1,1,222.9,13.3,41.2,220,20,11.8
1,03/01/2011,1345,49279,0,1,1,0,100,100,201.5,53.7,85.5
1,04/02/2011,14771,49274,0,1,1,351.9,30.2,96.1,0,0,0
1,07/26/2010,2601,49257,0,0,1,351.9,30.2,96.1,0,0,100
0,12/20/2013,16613,49238,0,1,1,228,16.1,12.2,0,0,0
1,07/21/2009,3989,49208,0,1,1,0,0,0,0,0,0
1,07/21/2009,3989,49208,0,1,1,0,0,0,0,0,0
1,11/25/2009,282,49148,0,1,1,300,26.6,54.5,0,0,100
0,08/18/2015,6118,49114,0,1,0,196,100,70.6,200,19,92.9
0,04/07/2009,6021,49095,1,1,1,196,100,70.6,200,19,92.9
0,04/05/2011,1749,49094,0,1,1,206.2,72.8,85.1,0,0,0
0,05/08/2009,4656,49024,0,0,1,196,100,70.6,0,0,100
0,08/07/2009,3815,48986,0,1,1,60.6,97.9,38,86.5,63.8,73.7
1,10/06/2009,15031,48950,0,1,1,182.2,96,67.8,307.2,57.1,85.9
1,05/10/2012,200,48851,0,0,1,196,100,70.6,200,19,92.9
1,04/06/2010,550,48844,0,1,1,0,0,0,0,0,100
0,01/22/2012,775,48828,0,1,1,241.8,91.1,43.9,0,0,100
0,05/12/2011,2390,48818,0,0,1,196,100,70.6,0,0,100
1,11/17/2011,23498,48794,2,1,1,0,0,0,0,0,100
1,08/04/2010,301,48789,0,1,0,196,100,70.6,200,19,92.9
1,02/17/2009,2749,48688,0,1,1,0,0,0,0,0,93.3
0,11/24/2007,2854,48668,0,1,1,190.4,100,72.5,183.8,57.3,86.3
1,11/17/2013,1937,48633,0,0,1,0,0,0,0,0,0
0,04/07/2009,7601,48624,0,1,1,206.1,11.9,76.1,0,0,0
0,07/27/2009,2863,48614,0,0,1,196,100,70.6,200,19,92.9
1,02/03/2010,13,48587,0,0,1,191.4,99.1,41.6,0,0,93.3
1,06/08/2012,25231,48535,0,0,1,196,100,70.6,0,0,100
0,06/08/2011,1716,48486,0,1,1,0,0,0,0,0,93.3
1,03/26/2012,19749,48419,0,0,0,344.7,79.3,81.6,85.7,40.1,61.6
1,01/26/2015,16,48341,0,1,1,109.9,36.3,83.1,0,0,0
1,09/12/2010,13427,48283,0,1,1,134.3,87.3,83.1,0,0,100
0,01/14/2011,5793,48282,0,0,0,352.5,79.2,86.7,0,0,0
1,08/20/2015,3,48204,0,0,0,196,100,70.6,200,19,92.9
0,03/15/2011,1701,48200,0,0,1,196,100,70.6,200,19,92.9
1,05/10/2011,20439,48183,0,0,1,196,100,70.6,200,19,92.9
1,01/07/2009,510,48169,0,1,1,40.6,16.2,74.9,0,0,0
1,01/02/2012,1040,48122,0,1,1,0,100,60,0,0,100
0,10/10/2009,117,48109,0,1,1,196,100,70.6,0,0,100
1,06/11/2012,4527,48095,0,0,1,196,100,70.6,200,19,92.9
1,06/11/2012,4527,48095,0,0,1,196,100,70.6,200,19,92.9
1,04/02/2011,404,48077,0,1,1,182.4,70.6,70.6,0,0,100
1,12/26/2009,1218,48056,0,1,1,0,0,0,0,0,100
0,01/20/2011,14992,48045,0,0,1,318.9,76,98,0,0,0
1,01/09/2009,2790,48044,0,0,1,240,6.5,48.2,0,0,0
0,07/10/2009,113,47991,0,1,1,17.2,75.2,98,0,0,100
1,01/11/2009,17505,47947,0,1,1,228.6,80.4,100,0,0,0
1,06/19/2009,73903,47861,0,0,1,290.1,100,100,0,0,100
1,09/16/2015,17,47857,0,0,0,196,100,70.6,200,19,92.9
0,09/30/2010,2161,47850,0,1,1,116.9,93,90.2,0,0,0
0,05/23/2009,776,47828,0,1,1,242.1,94,72.2,0,0,100
1,09/20/2009,77278,47823,0,1,1,255,31,96.1,0,0,100
1,02/03/2010,4151,47800,0,1,1,196,100,70.6,200,19,92.9
1,04/06/2012,441,47769,0,0,0,196,100,70.6,200,19,92.9
1,10/13/2011,17812,47762,0,1,1,196.8,84.4,78,198,16.8,93.3
0,08/20/2014,12384,47707,0,1,0,196,100,70.6,200,19,92.9
0,09/26/2011,6614,47685,0,1,1,196,100,70.6,0,0,100
1,04/23/2010,1904,47624,0,0,1,190.4,100,72.5,0,0,100
1,04/23/2010,1904,47620,0,0,1,190.4,100,72.5,0,0,100
0,03/22/2011,1472,47620,0,1,1,0,0,0,0,0,0
0,10/11/2014,18142,47586,0,1,1,0,0,0,0,0,0
0,05/25/2014,7507,47477,0,1,1,0,0,0,0,0,100
0,04/17/2009,1618,47472,0,1,1,352.5,79.2,86.7,0,0,0
0,02/09/2011,3663,47372,0,1,1,344.7,79.3,81.6,85.7,40.1,61.6
0,03/08/2010,175,47366,0,1,1,196,100,70.6,0,0,100
1,07/17/2009,5206,47287,0,0,1,344.9,94.1,92.9,0,0,100
0,10/10/2012,21269,47284,0,0,0,196,100,70.6,200,19,92.9
1,03/03/2013,2364,47275,0,1,1,356.2,100,31.4,0,0,100
1,03/20/2012,24226,47258,0,1,1,0,100,100,201.5,53.7,85.5
1,05/06/2010,5473,47180,0,1,1,15.3,97.8,53.3,0,0,100
0,06/14/2010,43642,47121,0,1,1,196,100,70.6,200,19,92.9
0,02/05/2014,4264,47063,0,0,0,196,100,70.6,200,19,92.9
1,01/07/2012,50233,46994,0,1,1,196,100,70.6,200,19,92.9
0,09/19/2010,16009,46971,0,1,0,110.1,58.6,56.9,0,0,0
1,02/24/2010,5012,46950,0,1,1,277.9,98,100,0,0,0
1,08/14/2012,22070,46947,0,1,1,110.1,58.6,56.9,0,0,100
0,01/22/2009,412,46941,0,1,1,265.9,100,100,0,0,0
0,03/16/2011,1507,46940,0,1,1,196,100,70.6,200,19,92.9
1,07/19/2012,5951,46890,0,0,1,0,0,0,0,0,93.3
0,05/05/2011,53,46849,0,1,0,190.4,100,72.5,0,0,100
1,08/31/2012,1125,46826,0,1,1,0,98.1,81.2,0,0,0
