gender,fav_number,retweet_count,tweet_count,sidebar_hue,sidebar_saturation,sidebar_value,link_hue,link_saturation,link_value
0,3,0,97,0,0,100,242.1,52.4,65.1
1,8524,0,5063,0,0,100,351.9,30.2,96.1
0,4022,0,3263,0,0,100,283.2,89.3,65.9
0,70,0,65314,0,0,100,56.1,87.2,89
0,8,0,105879,0,0,100,0,87.9,83.9
1,1,0,48,0,0,100,109.9,36.3,83.1
0,7021,0,5665,0,0,100,196,100,70.6
0,2066,0,126593,0,0,100,2,100,60
1,196,0,477,0,0,100,42.8,69.8,100
1,17405,0,89181,0,0,100,265.9,50,80
1,1787,0,2849,0,0,100,206,45.2,98
0,700,0,13428,0,0,100,0,0,0
1,2683,0,6990,0,0,100,351.9,30.2,96.1
0,47,0,8598,0,0,100,205.1,73.8,74.9
0,55,0,2713,0,0,100,206.1,11.9,76.1
0,2078,0,333181,0,0,100,196,100,70.6
1,2705,0,27236,0,0,100,180,96.7,47.8
0,6838,0,71361,0,0,100,348.9,98.1,83.9
1,1432,0,42683,0,0,100,206,45.2,98
1,16983,0,63910,0,0,100,265.9,50,80
0,244,0,2250,0,0,100,206.1,11.9,76.1
1,126,0,103701,0,0,100,354.8,69,98.8
0,3694,0,10401,0,0,100,49.8,73.4,25.1
1,1990,0,67780,0,0,100,348,76.9,86.7
1,4526,0,219322,0,0,100,351.9,30.2,96.1
1,11475,0,11419,0,0,100,321,100,98.8
0,3494,0,87822,0,0,100,352.5,79.2,86.7
1,6710,0,6711,0,0,100,282.9,100,70.2
1,311,0,1525,0,0,100,110.1,58.6,56.9
1,14486,0,45179,0,0,100,0,0,0
1,15,0,94418,0,0,100,32.7,94.9,91.8
0,484,0,2259,0,0,100,206.2,72.8,85.1
0,1723,0,18315,0,0,100,196,100,70.6
0,297,0,3899,0,0,100,194.1,80.3,93.7
0,125,0,7789,0,0,100,80.7,96.4,32.9
1,1129,0,13689,0,0,100,340.1,93.9,70.6
1,4252,0,4686,0,0,100,352.5,79.2,86.7
0,4340,0,53118,0,0,100,351.9,30.2,96.1
1,9854,0,26515,0,0,100,340,47.1,100
0,1916,0,575793,0,0,100,196.8,84.4,78
1,44106,0,137280,0,0,100,17.2,75.2,98
1,8973,0,40976,0,0,100,195,100,80
1,76,0,42302,0,0,100,187.1,94,92.2
0,414,1,4844,0,0,100,196,100,70.6
1,1611,0,9792,0,0,100,351.9,30.2,96.1
1,30942,0,13065,0,0,100,196,100,70.6
0,1682,0,224661,0,0,100,209.9,88.2,100
1,537,0,331,0,0,100,160,92.8,76.1
0,1512,0,25105,0,0,100,196,100,70.6
0,8708,0,16414,0,0,100,0,0,23.1
0,1765,0,1180,0,0,100,109.9,36.3,83.1
1,6,0,4127,0,0,100,196,100,70.6
1,5827,0,25797,0,0,100,0,87.3,21.6
0,4229,0,4172,0,0,100,196,100,70.6
1,125,0,22132,0,0,100,60,93.8,31.4
1,7639,0,28111,0,0,100,0,0,0
0,1766,0,58441,0,0,100,0,100,100
1,100,0,214390,0,0,100,324,44,98
1,22204,0,44635,0,0,100,44.6,19.2,71.4
1,9671,0,15480,0,0,100,314.9,83.8,84.7
1,1566,0,108817,0,0,100,0,0,0
0,438,0,583,0,0,100,110.1,58.6,56.9
1,14019,0,40357,0,0,100,206.2,72.8,85.1
1,863,0,5130,0,0,100,206.2,72.8,85.1
1,2025,0,111962,0,0,100,107.2,90,90.2
0,338,0,1915,0,0,100,196,100,70.6
1,177,0,77853,0,0,100,60,93.7,18.8
1,13706,0,29365,0,0,100,265.9,50,80
0,506,0,8019,0,0,100,196,100,70.6
0,2964,0,31149,0,0,100,0,100,100
1,10885,0,23793,0,0,100,351.9,30.2,96.1
1,186,0,959,0,0,100,9.9,66.3,100
1,1857,0,8005,0,0,100,196,100,70.6
1,114,0,12786,0,0,100,206.1,11.9,76.1
1,14645,0,20383,0,0,100,0,100,100
1,7842,0,19102,0,0,100,351.9,30.2,96.1
0,4,0,5313,0,0,100,196,100,70.6
1,92,1,402,0,0,100,196,100,70.6
1,6025,0,5163,0,0,100,196,100,70.6
0,34362,0,129370,0,0,100,0,0,0
1,262,0,9853,0,0,100,0,100,100
1,820,0,13235,0,0,100,34,63.2,83.1
1,862,0,3946,0,0,100,195,100,80
0,30419,0,118248,0,0,100,195,100,80
1,33752,0,39851,0,0,100,196,100,70.6
0,245,0,1922,0,0,100,196,100,70.6
1,7630,0,6293,0,0,100,206.1,11.9,76.1
1,1706,0,2484,0,0,100,332.9,97,92.2
0,673,0,900,0,0,100,196,100,70.6
0,1351,0,44290,0,0,100,196,100,70.6
0,1220,0,27094,0,0,100,357.1,98,98
0,2,2,5489,0,0,100,196,100,70.6
1,3942,0,5726,0,0,100,289.8,32.1,72.2
0,6464,0,57654,0,0,100,206.2,72.8,85.1
1,3370,0,44045,0,0,100,35.1,100,100
1,3541,0,16699,0,0,100,196.1,72.4,85.1
0,4191,1,12044,0,0,100,196,100,70.6
0,148,0,749,0,0,100,300,97.7,50.2
0,3053,0,11244,0,0,100,206.1,11.9,76.1
1,7029,0,32314,0,0,100,335.7,37.3,83.1
1,8706,0,26159,0,0,100,324,46.9,96.1
1,894,0,2300,0,0,100,352.5,79.2,86.7
0,15347,0,1416,0,0,100,190.4,100,72.5
0,467,0,976,0,0,100,196,100,70.6
1,81,0,51325,0,0,100,287.8,75,80
1,5672,0,24349,0,0,100,327,81.4,63.1
1,16149,0,61078,0,0,100,351.9,30.2,96.1
1,2144,0,19381,0,0,100,339.9,62.2,90.2
1,173,0,54603,0,0,100,353.3,61.5,91.8
0,1145,0,82120,0,0,100,340.1,93.9,70.6
1,3187,0,3114,0,0,100,22.7,70.7,61.6
1,8549,0,7625,0,0,100,0,0,0
0,37797,1,42322,0,0,100,352.5,79.2,86.7
1,13897,0,93451,0,0,100,210,6,65.1
1,7014,0,9490,0,0,100,0,30.4,22
0,2842,0,45272,0,0,100,340,75,80
0,5,0,30058,0,0,100,319.5,30.2,96.1
0,3286,0,97511,0,0,100,0,0,0
1,24008,0,11408,0,0,100,340,75,80
1,3297,0,28405,0,0,100,302.2,70.5,61.2
1,871,0,9848,0,0,100,43.1,93.9,71
1,4129,0,5386,0,0,100,196,100,70.6
1,356,0,1566,0,0,100,196,100,70.6
1,93,0,4255,0,0,100,346.7,7.2,49
1,444,0,17257,0,0,100,317.6,16.3,98.8
0,30488,0,148783,0,0,100,206.1,11.9,76.1
1,23445,0,88890,0,0,100,0,0,0
0,3211,0,5524,0,0,100,196,100,70.6
1,2240,0,6744,0,0,100,47.4,95,31.4
0,3559,0,126056,0,0,100,151.9,100,54.5
0,1411,0,24407,0,0,100,190.4,100,72.5
1,12964,0,32919,0,0,100,235.1,87.5,22
1,68213,0,112767,0,0,100,192.1,92.7,58.8
0,2620,0,4229,0,0,100,0,0,0
0,3755,0,5449,0,0,100,354.2,94,78
1,596,0,2459,0,0,100,196,100,70.6
1,10056,0,109392,0,0,100,206.2,72.8,85.1
0,99,0,164292,0,0,100,0,0,0
0,291,0,61480,0,0,100,0,0,0
1,2713,0,5385,0,0,100,33,87.2,94.9
0,239,0,3504,0,0,100,244,100,70.2
0,1,0,5987,0,0,100,196,100,70.6
1,1326,0,1900,0,0,100,274.3,54.7,50.2
0,5901,0,14963,0,0,100,282.9,82.4,40
1,17405,0,89181,0,0,100,265.9,50,80
0,83,0,2472,0,0,100,196,100,70.6
1,5984,0,34716,0,0,100,351.9,30.2,96.1
0,426,0,41532,0,0,100,196,100,70.6
1,1259,0,126808,0,0,100,8.8,87.6,76.1
1,10409,0,15540,0,0,100,180,74.4,45.9
1,3734,0,4322,0,0,100,150,7.1,11
1,983,0,9680,0,0,100,202.9,95,94.1
0,832,0,14288,0,0,100,194.1,80.3,93.7
0,207,0,176882,0,0,100,0,96,96.9
1,13403,0,4394,0,0,100,352.5,79.2,86.7
1,26834,1,95567,0,0,100,0,0,0
0,69718,0,39741,0,0,100,196,100,70.6
0,0,0,5267,0,0,100,196,100,70.6
1,2712,1,24666,0,0,100,0,0,0
0,499,0,20542,0,0,100,240,100,100
1,4882,0,43107,0,0,100,276.1,73,74.1
1,3912,0,3960,0,0,100,340.1,93.9,70.6
0,3661,0,22846,0,0,100,0,0,0
1,3873,0,23447,0,0,100,351.9,30.2,96.1
0,1551,0,195864,0,0,100,216.1,100,60
1,3505,0,23940,0,0,100,253.9,77.9,87.1
1,529,0,11767,0,0,100,0,0,0
1,19317,0,170543,0,0,100,0,100,100
1,50029,0,88659,0,0,100,232.8,28.4,80
1,665,0,67240,0,0,100,195,100,80
1,4218,0,17341,0,0,100,206.1,11.9,76.1
1,33,0,972,0,0,100,0,0,0
0,107,0,2431,0,0,100,0,100,60
1,17037,0,14388,0,0,100,196,100,70.6
1,4491,0,131743,0,0,100,0,0,0
0,37998,0,12867,0,0,100,196,100,70.6
0,344,0,43019,0,0,100,39.2,86.4,98
0,69,0,5700,0,0,100,0,0,0
1,644,0,4062,0,0,100,196,100,70.6
1,8836,0,39047,0,0,100,218.1,76.1,69
1,2949,0,61282,0,0,100,206,45.2,98
1,26820,0,65640,0,0,100,200,5.1,23.1
0,1659,0,13908,0,0,100,196,100,70.6
1,2127,0,7014,0,0,100,109.9,36.3,83.1
1,4801,0,10317,0,0,100,0,0,0
0,8959,0,13958,0,0,100,194.1,80.3,93.7
1,205,0,13813,0,0,100,351.9,30.2,96.1
1,36582,0,61726,0,0,100,344.7,79.3,81.6
1,197,0,32295,0,0,100,340,75,80
1,16404,0,44751,0,0,100,190.4,100,72.5
1,263,0,26793,0,0,100,339.3,12,94.9
0,277,0,66187,0,0,100,15,100,80
1,4805,0,25686,0,0,100,109.9,36.3,83.1
1,315,0,2767,0,0,100,240,75,80
0,4013,0,12004,0,0,100,115.1,65.5,58
1,5873,0,16439,0,0,100,327.9,100,80
0,13221,0,4984,0,0,100,206.2,72.8,85.1
1,14059,0,3200,0,0,100,206.1,11.9,76.1
1,10059,0,18086,0,0,100,231.8,64.1,85.1
0,69,0,23454,0,0,100,196,100,70.6
1,1062,0,4331,0,0,100,352.5,79.2,86.7
0,22633,0,36380,0,0,100,206.1,11.9,76.1
0,527,0,16503,0,0,100,200,30,3.9
1,2642,0,5760,0,0,100,351.9,30.2,96.1
1,12291,0,20861,0,0,100,0,100,100
1,16114,0,54010,0,0,100,288,100,56.9
1,3293,0,19577,0,0,100,349.6,54.3,96.1
1,1960,0,801,0,0,100,340,75,80
0,2047,0,42310,0,0,100,206.2,72.8,85.1
1,629,0,11239,0,0,100,196,100,70.6
0,24,0,14268,0,0,100,0,0,0
0,517,0,14189,0,0,100,196,100,70.6
0,7609,0,3403,0,0,100,263.1,85.2,50.2
1,616,0,2065,0,0,100,265.9,50,80
0,711,0,4530,0,0,100,196,100,70.6
1,4670,0,11807,0,0,100,196,100,70.6
1,2468,0,8041,0,0,100,246.5,19.8,91
1,6494,0,10272,0,0,100,42.9,78.1,96.9
1,9512,0,35602,0,0,100,307.1,87.8,90.2
1,5649,0,19397,0,0,100,206,45.2,98
1,857,0,868,0,0,100,271.1,97,92.2
1,583,0,1922,0,0,100,0,100,100
0,2987,0,7514,0,0,100,351.9,71.6,52.5
1,7496,0,4662,0,0,100,190.4,100,72.5
1,51072,0,14335,0,0,100,0,0,0
0,411,0,3942,0,0,100,196,100,70.6
0,142,0,63297,0,0,100,352,90.2,72.2
0,120,0,46516,0,0,100,0,0,0
0,10945,0,17609,0,0,100,15,100,80
1,1351,0,12731,0,0,100,109.9,36.3,83.1
0,1586,0,93307,0,0,100,0,0,0
1,59547,0,159844,0,0,100,247.4,24.1,92.9
1,3732,0,12583,0,0,100,0,100,100
0,1631,0,36665,0,0,100,0,93.9,90.2
0,11518,0,7111,0,0,100,0,0,61.6
1,382,0,22263,0,0,100,206,45.2,98
0,251,1,791,0,0,100,42.8,69.8,100
0,2931,0,4660,0,0,100,0,0,29
1,235,0,20392,0,0,100,351.9,30.2,96.1
1,5198,0,232102,0,0,100,0,0,41.2
1,46166,0,39769,0,0,100,309.2,43.7,87.8
1,9115,0,27787,0,0,100,196,100,70.6
1,430,0,34997,0,0,100,0,83.2,83.9
1,894,0,14053,0,0,100,186.9,93.9,90.2
1,56,0,17921,0,0,100,196.4,84.6,10.2
1,54,0,335,0,0,100,206.1,11.9,76.1
1,416,0,23189,0,0,100,344.7,79.3,81.6
1,98888,0,42334,0,0,100,186.9,98.8,100
1,22,0,31,0,0,100,265.8,81.8,69
1,4240,0,15178,0,0,100,300,7.9,74.1
1,58139,1,42771,0,0,100,265.9,50,80
1,3122,0,81571,0,0,100,351.9,30.2,96.1
1,10034,0,21512,0,0,100,265.9,50,80
1,553,0,3102,0,0,100,128.8,78.7,81.2
0,3,0,569,0,0,100,196,100,70.6
1,2266,0,7161,0,0,100,294.9,90.1,87.1
1,18112,0,87404,0,0,100,264.1,89.2,83.1
1,31056,0,143748,0,0,100,340,75,80
1,1127,0,128183,0,0,100,196.1,67.7,91
0,831,0,1732,0,0,100,249.1,100,70.2
0,507,0,95205,0,0,100,184.9,88.8,70.2
1,21441,0,129740,0,0,100,206.1,11.9,76.1
1,181,0,21156,0,0,100,7.3,91.2,67.1
1,2329,0,7063,0,0,100,301.9,100,100
0,603,0,9349,0,0,100,196,100,70.6
1,1629,0,7461,0,0,100,340,75,80
0,2892,0,337719,0,0,100,206.1,11.9,76.1
0,941,0,4823,0,0,100,206.1,11.9,76.1
1,4335,0,31633,0,0,100,352.5,79.2,86.7
0,31662,0,73223,0,0,100,265.9,50,80
1,65436,0,59671,0,0,100,289.7,52.5,47.8
0,34421,0,331834,0,0,100,340,75,80
1,37720,0,89306,0,0,100,0,0,56.5
0,5414,0,20898,0,0,100,194.1,80.3,93.7
1,4324,0,19798,0,0,100,0,0,0
0,96,0,18058,0,0,100,344.7,79.3,81.6
0,3535,0,20960,0,0,100,206.2,72.8,85.1
0,606,0,35499,0,0,100,210,2.3,34.1
0,454,0,17728,0,0,100,196,100,70.6
0,32530,0,67845,0,0,100,342.9,94.9,92.9
1,6901,0,26374,0,0,100,0,58.4,100
0,4480,0,33089,0,0,100,196,100,70.6
1,1270,0,11567,0,0,100,303.1,100,100
1,5392,0,26039,0,0,100,17.2,75.2,98
0,111,0,4885,0,0,100,196,100,70.6
1,9136,0,15197,0,0,100,304.3,17.9,92.2
1,869,0,4766,0,0,100,230,94,92.2
1,4274,0,8016,0,0,100,316.9,52.2,91
0,7,11,29977,0,0,100,196,100,70.6
1,359,0,1978,0,0,100,18,75.9,87.8
1,146,0,6712,0,0,100,230.2,92.7,70.2
1,5374,0,29278,0,0,100,265.9,50,80
1,4749,0,85510,0,0,100,196,100,70.6
0,3815,0,14560,0,0,100,210,2.1,38
1,15298,0,19934,0,0,100,351.9,30.2,96.1
0,7,0,1976,0,0,100,196,100,70.6
0,3257,0,64757,0,0,100,196,100,70.6
1,9325,0,19109,0,0,100,80.7,96.4,32.9
0,54,0,44125,0,0,100,190.4,100,72.5
0,36223,0,91583,0,0,100,0,98.1,82
1,3675,0,9472,0,0,100,0,0,40
0,18,0,34148,0,0,100,196,100,70.6
0,2782,0,54462,0,0,100,352.9,100,92.9
1,214,0,615290,0,0,100,0,0,0
1,726,0,31891,0,0,100,48.1,87.9,87.8
0,3028,0,8838,0,0,100,148,100,100
0,898,0,7846,0,0,100,17.2,75.2,98
0,34288,0,149005,0,0,100,196,100,70.6
0,0,0,410,0,0,100,0,100,34.5
0,7,0,55318,0,0,100,196,100,70.6
0,9,0,397153,0,0,100,196,100,70.6
1,102,0,1184,0,0,100,274.8,71.3,34.1
0,13,0,134937,0,0,100,196,100,70.6
0,721,0,38585,0,0,100,0,0,0
1,11564,0,40862,0,0,100,196,100,70.6
1,715,0,6417,0,0,100,340.1,93.9,70.6
1,5114,0,13569,0,0,100,148.2,45.8,83.9
1,43385,1,85709,0,0,100,249.3,48.9,72.2
1,5030,0,13600,0,0,100,0,14.5,27.1
1,2689,0,8872,0,0,100,347.9,77.9,85.1
0,6,0,8428,0,0,100,0,100,100
1,13084,0,134579,0,0,100,0,0,20
1,2505,0,1117,0,0,100,196,100,70.6
0,2,0,2706,0,0,100,0,0,0
1,971,0,8200,0,0,100,0,0,0
0,1762,0,9092,0,0,100,0,100,60
0,721,0,36124,0,0,100,0,0,0
1,13130,0,37377,0,0,100,206,45.2,98
1,653,0,436,0,0,100,196,100,70.6
1,22070,0,46947,0,0,100,110.1,58.6,56.9
0,610,0,1389,0,0,100,306.9,96.1,60
1,15441,0,74839,0,0,100,0,0,0
1,525,1,36033,0,0,100,0,100,60
1,951,0,38717,0,0,100,196,100,70.6
0,1180,0,64999,0,0,100,196,100,70.6
1,109,0,3194,0,0,100,109.9,36.3,83.1
1,6723,0,36399,0,0,100,17.2,75.2,98
1,1935,0,13926,0,0,100,324.9,50.2,92.2
0,48429,0,72979,0,0,100,206.2,72.8,85.1
1,16551,0,24193,0,0,100,340,75,80
0,7272,0,15741,0,0,100,220,98.8,100
1,1353,0,114957,0,0,100,351.9,30.2,96.1
0,2012,0,111949,0,0,100,196,100,70.6
1,418,0,662,0,0,100,17.2,75.2,98
1,12110,0,26835,0,0,100,16.1,68.6,100
1,660,0,64545,0,0,100,340.1,93.9,70.6
1,3090,0,5581,0,0,100,143.8,34.9,82
0,10588,0,13671,0,0,100,196,100,70.6
1,12,0,7564,0,0,100,196.8,84.4,78
1,22300,0,28102,0,0,100,196,100,70.6
1,25013,0,17634,0,0,100,159.1,94,65.9
0,2829,0,6419,0,0,100,196,100,70.6
1,10356,0,16404,0,0,100,352.5,79.2,86.7
0,904,0,17090,0,0,100,196,100,70.6
1,2436,0,12845,0,0,100,196,100,70.6
1,3462,0,57072,0,0,100,196,100,70.6
1,39304,0,43175,0,0,100,110.1,58.6,56.9
0,702,0,91730,0,0,100,0,100,100
0,382,0,5788,0,0,100,240,100,100
1,11765,0,3601,0,0,100,80.7,96.4,32.9
0,1088,0,67545,0,0,100,12,100,100
1,8988,0,56773,0,0,100,110.1,58.6,56.9
1,5862,0,114731,0,0,100,190.4,100,72.5
1,338,0,77259,0,0,100,188.1,84,58.8
1,16024,0,12742,0,0,100,73.2,91.7,32.9
1,44937,0,67944,0,0,100,83.9,46.1,74.9
0,2402,0,3304,0,0,100,200,3.2,36.9
0,261,0,1128,0,0,100,206.2,72.8,85.1
1,6339,0,25108,0,0,100,206,45.2,98
1,2422,0,16287,0,0,100,290,91,96.1
0,5017,0,7003,0,0,100,0,100,60
1,1117,0,52642,0,0,100,80.7,96.4,32.9
1,8058,0,26899,0,0,100,0,100,100
1,1067,0,36491,0,0,100,351.9,30.2,96.1
0,2304,3,15273,0,0,100,190.4,100,72.5
0,18160,0,10532,0,0,100,206,45.2,98
1,5405,0,10411,0,0,100,196,100,70.6
1,5473,0,47180,0,0,100,15.3,97.8,53.3
1,26,0,368,0,0,100,340,94.2,94.9
1,1499,0,24483,0,0,100,340.1,93.9,70.6
1,4803,0,26963,0,0,100,351.9,30.2,96.1
1,3084,0,3932,0,0,100,177.1,93,78
1,1668,0,12351,0,0,100,196,100,70.6
1,3658,0,9175,0,0,100,265.9,50,80
0,631,0,17689,0,0,100,0,0,0
0,24077,20,50942,0,0,100,195.4,36.1,38
1,892,0,12444,0,0,100,324.8,90.4,85.9
1,9317,0,10200,0,0,100,0,100,60
1,4212,0,27411,0,0,100,17.2,75.2,98
0,22,0,293,0,0,100,0,0,0
1,20550,0,23702,0,0,100,314.3,42.4,38.8
0,216,0,81315,0,0,100,266.1,100,70.2
1,1403,0,79490,0,0,100,265.9,50,80
1,3826,0,8461,0,0,100,206.1,11.9,76.1
1,160,0,983,0,0,100,120,96.3,94.9
1,11936,0,94647,0,0,100,315.2,79.8,71.8
1,8,0,11212,0,0,100,60,93.8,31.4
1,878,0,23698,0,0,100,110.1,92.6,63.9
1,1255,0,538,0,0,100,194.1,80.3,93.7
0,1946,1,28434,0,0,100,123.8,74.1,83.1
0,3993,0,19594,0,0,100,9,95.1,96.1
1,1533,0,85410,0,0,100,326,100,92.2
0,3,0,22607,0,0,100,196,100,70.6
0,900,1,3676,0,0,100,196,100,70.6
1,18385,0,9745,0,0,100,17.2,75.2,98
0,348,0,5564,0,0,100,0,0,0
1,24,0,1843,0,0,100,196,100,70.6
1,6183,0,35816,0,0,100,344.7,97.8,70.6
0,1620,0,13428,0,0,100,355.9,94,92.2
1,714,0,14278,0,0,100,206.1,11.9,76.1
0,900,0,10095,0,0,100,196,100,70.6
1,367,0,85308,0,0,100,109.9,36.3,83.1
0,703,0,43057,0,0,100,194.1,80.3,93.7
1,1335,0,193908,0,0,100,352.5,79.2,86.7
1,4293,0,13125,0,0,100,211.6,36.3,80
1,4310,0,146354,0,0,100,196,100,70.6
0,537,1,61343,0,0,100,71.6,59,65.1
1,3678,0,28031,0,0,100,190.4,98.7,29.8
0,62996,0,117560,0,0,100,196,100,70.6
1,1613,0,11925,0,0,100,265.9,50,80
0,9466,0,25163,0,0,100,42.8,69.8,100
0,490,0,1612,0,0,100,196,100,70.6
0,2567,0,37395,0,0,100,0,97,52.2
1,65,0,8844,0,0,100,195,92.3,5.1
0,24,0,122,0,0,100,17.2,75.2,98
1,3144,0,34371,0,0,100,250.8,81.1,83.1
1,2663,0,54568,0,0,100,80.7,96.4,32.9
1,1390,0,13523,0,0,100,0,100,70.2
0,7845,0,4530,0,0,100,170.8,49.4,31
1,9,0,5991,0,0,100,15.3,97.8,53.3
0,2390,0,48818,0,0,100,196,100,70.6
0,1596,0,57363,0,0,100,0,0,50.2
1,113,0,8819,0,0,100,196,100,70.6
1,3877,0,51968,0,0,100,265.9,50,80
1,3032,0,16247,0,0,100,196,100,70.6
0,671,0,135833,0,0,100,194.1,80.3,93.7
1,1316,0,110594,0,0,100,206,45.2,98
1,339,0,12265,0,0,100,271.3,81.3,54.5
0,15700,0,33542,0,0,100,110.1,58.6,56.9
1,8289,0,41075,0,0,100,352.5,79.2,86.7
0,1617,0,17285,0,0,100,196,100,70.6
1,53408,0,42408,0,0,100,0,0,0
1,1118,0,6917,0,0,100,26.5,74.8,80.8
0,7062,1,40180,0,0,100,0,96,98
0,1432,0,2819,0,0,100,276.2,82.1,45.9
1,45672,0,253491,0,0,100,206.1,11.9,76.1
0,2027,0,40149,0,0,100,0,0,0
1,70,0,288,0,0,100,0,0,72.9
1,3025,0,17390,0,0,100,80.7,96.4,32.9
1,709,0,53949,0,0,100,302.1,93.9,96.9
0,7336,0,32911,0,0,100,223.1,100,100
1,1571,0,7042,0,0,100,0,0,0
0,144,0,32728,0,0,100,80.7,96.4,32.9
1,12014,0,166455,0,0,100,351.9,30.2,96.1
0,5021,0,9556,0,0,100,17.2,75.2,98
0,647,0,59432,0,0,100,0,0,0
0,1077,0,1263,0,0,100,122.3,74.3,83.9
0,3920,0,14210,0,0,100,344.7,79.3,81.6
1,711,0,46056,0,0,100,109.9,36.3,83.1
0,4371,1,259511,0,0,100,0,0,0
0,1177,0,252108,0,0,100,0,0,0
0,850,0,158640,0,0,100,196,100,70.6
0,1516,0,3673,0,0,100,0,97.1,27.5
1,66733,0,34246,0,0,100,148,92.3,81.2
1,309,0,27077,0,0,100,328.1,95.1,96.1
0,35,0,3347,0,0,100,117.1,70.1,45.9
1,1303,0,8633,0,0,100,0,67.6,29
1,1096,0,4680,0,0,100,0,0,0
1,4912,0,13174,0,0,100,60,93.8,50.2
1,56054,0,9881,0,0,100,196,100,70.6
1,11521,0,24620,0,0,100,206.2,72.8,85.1
1,35,0,368367,0,0,100,175.2,95.7,45.9
0,403,0,89,0,0,100,194.1,80.3,93.7
0,702,0,25202,0,0,100,220,3.1,37.6
0,3954,0,11210,0,0,100,206.2,72.8,85.1
1,7411,0,27366,0,0,100,42.8,69.8,100
1,4,0,1125963,0,0,100,15.3,97.8,53.3
1,15389,0,38034,0,0,100,0,0,0
0,2701,0,7825,0,0,100,240,100,100
0,9646,0,20258,0,0,100,0,0,0
1,7642,0,51953,0,0,100,352.5,79.2,86.7
0,9076,0,1595,0,0,100,196,100,70.6
1,7329,0,16475,0,0,100,196,100,70.6
1,231,0,9425,0,0,100,109.9,36.3,83.1
1,1113,0,6247,0,0,100,180,55.1,49.8
1,13365,0,79380,0,0,100,0,0,0
0,99,0,5828,0,0,100,194.1,80.3,93.7
1,4806,0,126379,0,0,100,243.8,95.9,96.1
0,996,0,18159,0,0,100,196,100,70.6
0,2246,0,6368,0,0,100,244,100,70.2
0,569,0,8629,0,0,100,206.2,72.8,85.1
0,4571,1,23437,0,0,100,31.1,100,100
1,11017,0,23751,0,0,100,196,100,70.6
1,4078,1,62904,0,0,100,0,0,0
1,17027,0,11967,0,0,100,246.9,81.8,71
1,3632,0,3689,0,0,100,0,0,0
0,14623,0,18736,0,0,100,196.8,84.4,78
1,3329,0,8058,0,0,100,25.3,70.6,100
1,2236,0,13058,0,0,100,351.9,30.2,96.1
0,16705,0,83899,0,0,100,196,100,70.6
1,33752,0,39851,0,0,100,196,100,70.6
1,6288,0,10426,0,0,100,319.1,94.8,98.8
1,1310,0,1952,0,0,100,196,100,70.6
1,962,0,10542,0,0,100,346.8,90.6,74.9
1,8046,0,34281,0,0,100,169.9,87.8,90.2
1,2773,0,2877,0,0,100,351.9,30.2,96.1
1,4520,0,62984,0,0,100,340.1,93.9,70.6
1,4169,0,68174,0,0,100,195,82.1,87.8
1,1558,0,134512,0,0,100,196,100,70.6
1,2227,0,2838,0,0,100,196,100,70.6
1,2121,0,10126,0,0,100,347.9,96.3,94.9
0,7326,0,89761,0,0,100,270,83.9,12.2
1,7823,0,45669,0,0,100,332.9,85.9,100
1,9439,0,87371,0,0,100,0,0,0
1,4505,0,11356,0,0,100,206.1,11.9,76.1
1,4892,0,156531,0,0,100,0,0,0
0,436,0,76615,0,0,100,196,100,70.6
1,3273,0,64941,0,0,100,292.7,15.1,85.5
0,1175,0,10136,0,0,100,0,0,0
1,25152,0,28060,0,0,100,206.1,11.9,76.1
0,221,0,2239,0,0,100,152.8,100,70.2
0,488,0,31319,0,0,100,196,100,70.6
1,342,0,44440,0,0,100,170.9,74.1,56.1
1,4957,0,11157,0,0,100,0,55.1,80.4
0,8908,1,550347,0,0,100,72.3,97.5,31.4
1,19341,0,23684,0,0,100,340,75,80
0,11,0,24453,0,0,100,190.4,100,72.5
1,12965,0,41800,0,0,100,206.1,11.9,76.1
1,37376,0,27246,0,0,100,241.9,100,76.1
1,1801,1,29304,0,0,100,300,20,3.9
0,11529,0,30145,0,0,100,129.1,94.9,92.9
1,1705,0,7801,0,0,100,300,11.1,7.1
1,784,0,10678,0,0,100,0,0,0
1,4,0,1125963,0,0,100,15.3,97.8,53.3
1,3652,0,15242,0,0,100,196,100,70.6
0,43362,0,96737,0,0,100,0,100,100
1,2536,0,1724,0,0,100,196,100,70.6
1,19469,0,28788,0,0,100,194.1,80.3,93.7
1,216,0,829,0,0,100,196,100,70.6
1,4648,0,61339,0,0,100,0,0,0
1,4465,0,63944,0,0,100,352.5,79.2,86.7
1,2874,0,5925,0,0,100,80.7,96.4,32.9
1,2039,0,15250,0,0,100,196,100,70.6
1,25446,0,56452,0,0,100,206.1,11.9,76.1
1,1752,0,13301,0,0,100,297.1,45.8,89
1,96991,0,68636,0,0,100,340.1,93.9,70.6
1,268,2,1803,0,0,100,196,100,70.6
0,3607,0,7716,0,0,100,196,100,70.6
1,520,0,889,0,0,100,206.2,72.8,85.1
1,471,0,101393,0,0,100,194.1,80.3,93.7
0,2911,1,20619,0,0,100,0,0,0
1,93,0,4255,0,0,100,346.7,7.2,49
1,5672,0,24349,0,0,100,327,81.4,63.1
0,10930,0,19341,0,0,100,0,0,0
0,2151,0,6645,0,0,100,206.1,11.9,76.1
1,6648,0,4402,0,0,100,196,100,70.6
